"Unix.Timestamp","UTC_Date_._Time","Central.Standard.Time","Battery","Temperature","Dissolved.Oxygen","Dissolved.Oxygen.Saturation","Q"
"1656536520","2022-06-29 21:02:00","2022-06-29 16:02:00","3.53","20.874","7.687",NA,"0.928"
"1656537120","2022-06-29 21:12:00","2022-06-29 16:12:00","3.53","20.849","7.678",NA,"0.927"
"1656537720","2022-06-29 21:22:00","2022-06-29 16:22:00","3.53","20.757","7.674",NA,"0.927"
"1656538320","2022-06-29 21:32:00","2022-06-29 16:32:00","3.53","20.707","7.673",NA,"0.927"
"1656538920","2022-06-29 21:42:00","2022-06-29 16:42:00","3.53","20.682","7.679",NA,"0.927"
"1656539520","2022-06-29 21:52:00","2022-06-29 16:52:00","3.53","20.682","7.67",NA,"0.927"
"1656540120","2022-06-29 22:02:00","2022-06-29 17:02:00","3.53","20.631","7.655",NA,"0.927"
"1656540720","2022-06-29 22:12:00","2022-06-29 17:12:00","3.53","20.64","7.643",NA,"0.927"
"1656541320","2022-06-29 22:22:00","2022-06-29 17:22:00","3.53","20.631","7.641",NA,"0.927"
"1656541920","2022-06-29 22:32:00","2022-06-29 17:32:00","3.53","20.615","7.627",NA,"0.927"
"1656542520","2022-06-29 22:42:00","2022-06-29 17:42:00","3.53","20.581","7.61",NA,"0.927"
"1656543120","2022-06-29 22:52:00","2022-06-29 17:52:00","3.53","20.531","7.605",NA,"0.927"
"1656543720","2022-06-29 23:02:00","2022-06-29 18:02:00","3.53","20.498","7.598",NA,"0.927"
"1656544320","2022-06-29 23:12:00","2022-06-29 18:12:00","3.53","20.489","7.598",NA,"0.927"
"1656544920","2022-06-29 23:22:00","2022-06-29 18:22:00","3.53","20.514","7.58",NA,"0.927"
"1656545520","2022-06-29 23:32:00","2022-06-29 18:32:00","3.53","20.447","7.57",NA,"0.927"
"1656546120","2022-06-29 23:42:00","2022-06-29 18:42:00","3.53","20.439","7.56",NA,"0.926"
"1656546720","2022-06-29 23:52:00","2022-06-29 18:52:00","3.53","20.439","7.562",NA,"0.927"
"1656547320","2022-06-30 00:02:00","2022-06-29 19:02:00","3.53","20.414","7.543",NA,"0.926"
"1656547920","2022-06-30 00:12:00","2022-06-29 19:12:00","3.53","20.405","7.537",NA,"0.926"
"1656548520","2022-06-30 00:22:00","2022-06-29 19:22:00","3.53","20.405","7.524",NA,"0.927"
"1656549120","2022-06-30 00:32:00","2022-06-29 19:32:00","3.53","20.397","7.509",NA,"0.927"
"1656549720","2022-06-30 00:42:00","2022-06-29 19:42:00","3.53","20.372","7.502",NA,"0.926"
"1656550320","2022-06-30 00:52:00","2022-06-29 19:52:00","3.53","20.364","7.483",NA,"0.926"
"1656550920","2022-06-30 01:02:00","2022-06-29 20:02:00","3.53","20.338","7.468",NA,"0.927"
"1656551520","2022-06-30 01:12:00","2022-06-29 20:12:00","3.53","20.38","7.448",NA,"0.926"
"1656552120","2022-06-30 01:22:00","2022-06-29 20:22:00","3.53","20.405","7.431",NA,"0.926"
"1656552720","2022-06-30 01:32:00","2022-06-29 20:32:00","3.53","20.431","7.418",NA,"0.926"
"1656553320","2022-06-30 01:42:00","2022-06-29 20:42:00","3.53","20.405","7.393",NA,"0.926"
"1656553920","2022-06-30 01:52:00","2022-06-29 20:52:00","3.53","20.447","7.372",NA,"0.926"
"1656554520","2022-06-30 02:02:00","2022-06-29 21:02:00","3.53","20.439","7.348",NA,"0.926"
"1656555120","2022-06-30 02:12:00","2022-06-29 21:12:00","3.53","20.305","7.334",NA,"0.926"
"1656555720","2022-06-30 02:22:00","2022-06-29 21:22:00","3.53","20.213","7.318",NA,"0.926"
"1656556320","2022-06-30 02:32:00","2022-06-29 21:32:00","3.53","20.146","7.302",NA,"0.926"
"1656556920","2022-06-30 02:42:00","2022-06-29 21:42:00","3.53","20.079","7.285",NA,"0.926"
"1656557520","2022-06-30 02:52:00","2022-06-29 21:52:00","3.53","20.062","7.257",NA,"0.926"
"1656558120","2022-06-30 03:02:00","2022-06-29 22:02:00","3.53","20.071","7.236",NA,"0.927"
"1656558720","2022-06-30 03:12:00","2022-06-29 22:12:00","3.53","20.037","7.216",NA,"0.926"
"1656559320","2022-06-30 03:22:00","2022-06-29 22:22:00","3.53","20.02","7.195",NA,"0.926"
"1656559920","2022-06-30 03:32:00","2022-06-29 22:32:00","3.53","20.012","7.157",NA,"0.926"
"1656560520","2022-06-30 03:42:00","2022-06-29 22:42:00","3.53","20.012","7.117",NA,"0.926"
"1656561120","2022-06-30 03:52:00","2022-06-29 22:52:00","3.53","19.978","7.079",NA,"0.926"
"1656561720","2022-06-30 04:02:00","2022-06-29 23:02:00","3.53","19.987","7.048",NA,"0.926"
"1656562320","2022-06-30 04:12:00","2022-06-29 23:12:00","3.53","19.987","6.998",NA,"0.925"
"1656562920","2022-06-30 04:22:00","2022-06-29 23:22:00","3.53","19.987","6.951",NA,"0.926"
"1656563520","2022-06-30 04:32:00","2022-06-29 23:32:00","3.52","19.97","6.903",NA,"0.925"
"1656564120","2022-06-30 04:42:00","2022-06-29 23:42:00","3.52","19.987","6.857",NA,"0.925"
"1656564720","2022-06-30 04:52:00","2022-06-29 23:52:00","3.53","19.995","6.805",NA,"0.925"
"1656565320","2022-06-30 05:02:00","2022-06-30 00:02:00","3.53","19.987","6.774",NA,"0.925"
"1656565920","2022-06-30 05:12:00","2022-06-30 00:12:00","3.53","20.004","6.707",NA,"0.925"
"1656566520","2022-06-30 05:22:00","2022-06-30 00:22:00","3.52","19.987","6.643",NA,"0.925"
"1656567120","2022-06-30 05:32:00","2022-06-30 00:32:00","3.52","19.953","6.597",NA,"0.925"
"1656567720","2022-06-30 05:42:00","2022-06-30 00:42:00","3.52","19.978","6.533",NA,"0.925"
"1656568320","2022-06-30 05:52:00","2022-06-30 00:52:00","3.52","19.987","6.464",NA,"0.925"
"1656568920","2022-06-30 06:02:00","2022-06-30 01:02:00","3.52","19.945","6.421",NA,"0.925"
"1656569520","2022-06-30 06:12:00","2022-06-30 01:12:00","3.52","19.945","6.37",NA,"0.925"
"1656570120","2022-06-30 06:22:00","2022-06-30 01:22:00","3.52","19.987","6.276",NA,"0.925"
"1656570720","2022-06-30 06:32:00","2022-06-30 01:32:00","3.52","19.97","6.232",NA,"0.925"
"1656571320","2022-06-30 06:42:00","2022-06-30 01:42:00","3.52","19.937","6.178",NA,"0.925"
"1656571920","2022-06-30 06:52:00","2022-06-30 01:52:00","3.52","19.97","6.139",NA,"0.925"
"1656572520","2022-06-30 07:02:00","2022-06-30 02:02:00","3.52","19.962","6.016",NA,"0.925"
"1656573120","2022-06-30 07:12:00","2022-06-30 02:12:00","3.52","19.962","5.972",NA,"0.925"
"1656573720","2022-06-30 07:22:00","2022-06-30 02:22:00","3.52","19.953","5.985",NA,"0.925"
"1656574320","2022-06-30 07:32:00","2022-06-30 02:32:00","3.52","19.97","5.913",NA,"0.925"
"1656574920","2022-06-30 07:42:00","2022-06-30 02:42:00","3.52","19.945","5.812",NA,"0.925"
"1656575520","2022-06-30 07:52:00","2022-06-30 02:52:00","3.52","19.953","5.69",NA,"0.925"
"1656576120","2022-06-30 08:02:00","2022-06-30 03:02:00","3.52","19.978","5.582",NA,"0.924"
"1656576720","2022-06-30 08:12:00","2022-06-30 03:12:00","3.52","19.995","5.567",NA,"0.925"
"1656577320","2022-06-30 08:22:00","2022-06-30 03:22:00","3.52","19.962","5.544",NA,"0.925"
"1656577920","2022-06-30 08:32:00","2022-06-30 03:32:00","3.52","19.995","5.361",NA,"0.925"
"1656578520","2022-06-30 08:42:00","2022-06-30 03:42:00","3.52","19.97","5.288",NA,"0.925"
"1656579120","2022-06-30 08:52:00","2022-06-30 03:52:00","3.52","19.937","5.339",NA,"0.925"
"1656579720","2022-06-30 09:02:00","2022-06-30 04:02:00","3.52","19.978","5.114",NA,"0.924"
"1656580320","2022-06-30 09:12:00","2022-06-30 04:12:00","3.52","19.97","5.131",NA,"0.925"
"1656580920","2022-06-30 09:22:00","2022-06-30 04:22:00","3.52","19.945","5.142",NA,"0.925"
"1656581520","2022-06-30 09:32:00","2022-06-30 04:32:00","3.52","19.953","5.015",NA,"0.924"
"1656582120","2022-06-30 09:42:00","2022-06-30 04:42:00","3.52","19.937","4.875",NA,"0.924"
"1656582720","2022-06-30 09:52:00","2022-06-30 04:52:00","3.52","19.937","4.842",NA,"0.925"
"1656583320","2022-06-30 10:02:00","2022-06-30 05:02:00","3.52","20.012","4.71",NA,"0.924"
"1656583920","2022-06-30 10:12:00","2022-06-30 05:12:00","3.53","20.154","4.585",NA,"0.925"
"1656584520","2022-06-30 10:22:00","2022-06-30 05:22:00","3.53","20.28","4.501",NA,"0.924"
"1656585120","2022-06-30 10:32:00","2022-06-30 05:32:00","3.53","20.288","4.485",NA,"0.924"
"1656585720","2022-06-30 10:42:00","2022-06-30 05:42:00","3.52","20.372","4.439",NA,"0.924"
"1656586320","2022-06-30 10:52:00","2022-06-30 05:52:00","3.52","20.38","4.366",NA,"0.924"
"1656586920","2022-06-30 11:02:00","2022-06-30 06:02:00","3.52","20.38","4.329",NA,"0.925"
"1656587520","2022-06-30 11:12:00","2022-06-30 06:12:00","3.52","20.389","4.351",NA,"0.925"
"1656588120","2022-06-30 11:22:00","2022-06-30 06:22:00","3.52","20.397","4.418",NA,"0.926"
"1656588720","2022-06-30 11:32:00","2022-06-30 06:32:00","3.52","20.422","4.463",NA,"0.926"
"1656589320","2022-06-30 11:42:00","2022-06-30 06:42:00","3.52","20.372","4.502",NA,"0.926"
"1656589920","2022-06-30 11:52:00","2022-06-30 06:52:00","3.52","20.422","4.543",NA,"0.926"
"1656590520","2022-06-30 12:02:00","2022-06-30 07:02:00","3.52","20.372","4.556",NA,"0.927"
"1656591120","2022-06-30 12:12:00","2022-06-30 07:12:00","3.52","20.347","4.539",NA,"0.927"
"1656591720","2022-06-30 12:22:00","2022-06-30 07:22:00","3.52","20.313","4.508",NA,"0.927"
"1656592320","2022-06-30 12:32:00","2022-06-30 07:32:00","3.52","20.272","4.515",NA,"0.927"
"1656592920","2022-06-30 12:42:00","2022-06-30 07:42:00","3.52","20.263","4.528",NA,"0.927"
"1656593520","2022-06-30 12:52:00","2022-06-30 07:52:00","3.52","20.297","4.477",NA,"0.927"
"1656594120","2022-06-30 13:02:00","2022-06-30 08:02:00","3.52","20.288","4.411",NA,"0.927"
"1656594720","2022-06-30 13:12:00","2022-06-30 08:12:00","3.52","20.305","4.35",NA,"0.927"
"1656595320","2022-06-30 13:22:00","2022-06-30 08:22:00","3.52","20.272","4.326",NA,"0.927"
"1656595920","2022-06-30 13:32:00","2022-06-30 08:32:00","3.52","20.322","4.349",NA,"0.927"
"1656596520","2022-06-30 13:42:00","2022-06-30 08:42:00","3.52","20.338","4.309",NA,"0.927"
"1656597120","2022-06-30 13:52:00","2022-06-30 08:52:00","3.52","20.389","4.253",NA,"0.927"
"1656597720","2022-06-30 14:02:00","2022-06-30 09:02:00","3.52","20.347","4.205",NA,"0.927"
"1656598320","2022-06-30 14:12:00","2022-06-30 09:12:00","3.52","20.33","4.237",NA,"0.927"
"1656598920","2022-06-30 14:22:00","2022-06-30 09:22:00","3.52","20.397","4.258",NA,"0.927"
"1656599520","2022-06-30 14:32:00","2022-06-30 09:32:00","3.52","20.422","4.235",NA,"0.927"
"1656600120","2022-06-30 14:42:00","2022-06-30 09:42:00","3.52","20.38","4.158",NA,"0.927"
"1656600720","2022-06-30 14:52:00","2022-06-30 09:52:00","3.52","20.372","4.133",NA,"0.927"
"1656601320","2022-06-30 15:02:00","2022-06-30 10:02:00","3.52","20.355","4.141",NA,"0.927"
"1656601920","2022-06-30 15:12:00","2022-06-30 10:12:00","3.52","20.397","4.136",NA,"0.927"
"1656602520","2022-06-30 15:22:00","2022-06-30 10:22:00","3.52","20.414","4.126",NA,"0.927"
"1656603120","2022-06-30 15:32:00","2022-06-30 10:32:00","3.52","20.389","4.097",NA,"0.927"
"1656603720","2022-06-30 15:42:00","2022-06-30 10:42:00","3.52","20.405","4.069",NA,"0.927"
"1656604320","2022-06-30 15:52:00","2022-06-30 10:52:00","3.52","20.397","4.032",NA,"0.927"
"1656604920","2022-06-30 16:02:00","2022-06-30 11:02:00","3.52","20.414","4.048",NA,"0.927"
"1656605520","2022-06-30 16:12:00","2022-06-30 11:12:00","3.52","20.355","4.061",NA,"0.927"
"1656606120","2022-06-30 16:22:00","2022-06-30 11:22:00","3.52","20.355","4.017",NA,"0.927"
"1656606720","2022-06-30 16:32:00","2022-06-30 11:32:00","3.52","20.313","3.989",NA,"0.927"
"1656607320","2022-06-30 16:42:00","2022-06-30 11:42:00","3.52","20.305","3.999",NA,"0.927"
"1656607920","2022-06-30 16:52:00","2022-06-30 11:52:00","3.52","20.33","3.988",NA,"0.927"
"1656608520","2022-06-30 17:02:00","2022-06-30 12:02:00","3.52","20.38","3.976",NA,"0.927"
"1656609120","2022-06-30 17:12:00","2022-06-30 12:12:00","3.52","20.347","3.896",NA,"0.927"
"1656609720","2022-06-30 17:22:00","2022-06-30 12:22:00","3.52","20.338","3.827",NA,"0.928"
"1656610320","2022-06-30 17:32:00","2022-06-30 12:32:00","3.52","20.355","3.738",NA,"0.928"
"1656610920","2022-06-30 17:42:00","2022-06-30 12:42:00","3.52","20.355","3.665",NA,"0.928"
"1656611520","2022-06-30 17:52:00","2022-06-30 12:52:00","3.52","20.347","3.67",NA,"0.927"
"1656612120","2022-06-30 18:02:00","2022-06-30 13:02:00","3.52","20.313","3.656",NA,"0.928"
"1656612720","2022-06-30 18:12:00","2022-06-30 13:12:00","3.52","20.305","3.59",NA,"0.927"
"1656613320","2022-06-30 18:22:00","2022-06-30 13:22:00","3.52","20.364","3.562",NA,"0.928"
"1656613920","2022-06-30 18:32:00","2022-06-30 13:32:00","3.52","20.364","3.549",NA,"0.927"
"1656614520","2022-06-30 18:42:00","2022-06-30 13:42:00","3.52","20.38","3.596",NA,"0.927"
"1656615120","2022-06-30 18:52:00","2022-06-30 13:52:00","3.52","20.397","3.572",NA,"0.927"
"1656615720","2022-06-30 19:02:00","2022-06-30 14:02:00","3.52","20.414","3.526",NA,"0.927"
"1656616320","2022-06-30 19:12:00","2022-06-30 14:12:00","3.52","20.456","3.44",NA,"0.927"
"1656616920","2022-06-30 19:22:00","2022-06-30 14:22:00","3.52","20.464","3.34",NA,"0.927"
"1656617520","2022-06-30 19:32:00","2022-06-30 14:32:00","3.52","20.464","3.326",NA,"0.927"
"1656618120","2022-06-30 19:42:00","2022-06-30 14:42:00","3.52","20.405","3.345",NA,"0.928"
"1656618720","2022-06-30 19:52:00","2022-06-30 14:52:00","3.52","20.38","3.327",NA,"0.928"
"1656619320","2022-06-30 20:02:00","2022-06-30 15:02:00","3.52","20.389","3.359",NA,"0.927"
"1656619920","2022-06-30 20:12:00","2022-06-30 15:12:00","3.52","20.355","3.581",NA,"0.926"
"1656620520","2022-06-30 20:22:00","2022-06-30 15:22:00","3.52","20.389","3.887",NA,"0.925"
"1656621120","2022-06-30 20:32:00","2022-06-30 15:32:00","3.52","20.338","3.801",NA,"0.926"
"1656621720","2022-06-30 20:42:00","2022-06-30 15:42:00","3.52","20.33","3.648",NA,"0.926"
"1656622320","2022-06-30 20:52:00","2022-06-30 15:52:00","3.52","20.238","3.541",NA,"0.927"
"1656622920","2022-06-30 21:02:00","2022-06-30 16:02:00","3.52","20.23","3.453",NA,"0.927"
"1656623520","2022-06-30 21:12:00","2022-06-30 16:12:00","3.52","20.313","3.46",NA,"0.927"
"1656624120","2022-06-30 21:22:00","2022-06-30 16:22:00","3.52","20.38","3.452",NA,"0.927"
"1656624720","2022-06-30 21:32:00","2022-06-30 16:32:00","3.52","20.322","3.51",NA,"0.926"
"1656625320","2022-06-30 21:42:00","2022-06-30 16:42:00","3.52","20.288","3.492",NA,"0.926"
"1656625920","2022-06-30 21:52:00","2022-06-30 16:52:00","3.52","20.355","3.529",NA,"0.926"
"1656626520","2022-06-30 22:02:00","2022-06-30 17:02:00","3.52","20.397","3.548",NA,"0.926"
"1656627120","2022-06-30 22:12:00","2022-06-30 17:12:00","3.52","20.405","3.516",NA,"0.926"
"1656627720","2022-06-30 22:22:00","2022-06-30 17:22:00","3.52","20.498","3.399",NA,"0.926"
"1656628320","2022-06-30 22:32:00","2022-06-30 17:32:00","3.52","20.539","3.271",NA,"0.926"
"1656628920","2022-06-30 22:42:00","2022-06-30 17:42:00","3.52","20.523","3.256",NA,"0.926"
"1656629520","2022-06-30 22:52:00","2022-06-30 17:52:00","3.52","20.498","3.313",NA,"0.926"
"1656630120","2022-06-30 23:02:00","2022-06-30 18:02:00","3.52","20.481","3.449",NA,"0.925"
"1656630720","2022-06-30 23:12:00","2022-06-30 18:12:00","3.52","20.489","3.559",NA,"0.924"
"1656631320","2022-06-30 23:22:00","2022-06-30 18:22:00","3.52","20.498","3.554",NA,"0.924"
"1656631920","2022-06-30 23:32:00","2022-06-30 18:32:00","3.52","20.481","3.56",NA,"0.924"
"1656632520","2022-06-30 23:42:00","2022-06-30 18:42:00","3.52","20.372","3.682",NA,"0.924"
"1656633120","2022-06-30 23:52:00","2022-06-30 18:52:00","3.52","20.338","3.887",NA,"0.923"
"1656633720","2022-07-01 00:02:00","2022-06-30 19:02:00","3.52","20.338","3.903",NA,"0.923"
"1656634320","2022-07-01 00:12:00","2022-06-30 19:12:00","3.52","20.305","3.797",NA,"0.923"
"1656634920","2022-07-01 00:22:00","2022-06-30 19:22:00","3.52","20.364","3.848",NA,"0.923"
"1656635520","2022-07-01 00:32:00","2022-06-30 19:32:00","3.52","20.347","3.864",NA,"0.923"
"1656636120","2022-07-01 00:42:00","2022-06-30 19:42:00","3.52","20.322","3.706",NA,"0.924"
"1656636720","2022-07-01 00:52:00","2022-06-30 19:52:00","3.52","20.33","3.574",NA,"0.925"
"1656637320","2022-07-01 01:02:00","2022-06-30 20:02:00","3.52","20.338","3.549",NA,"0.925"
"1656637920","2022-07-01 01:12:00","2022-06-30 20:12:00","3.52","20.33","3.609",NA,"0.924"
"1656638520","2022-07-01 01:22:00","2022-06-30 20:22:00","3.52","20.313","3.575",NA,"0.924"
"1656639120","2022-07-01 01:32:00","2022-06-30 20:32:00","3.52","20.338","3.505",NA,"0.924"
"1656639720","2022-07-01 01:42:00","2022-06-30 20:42:00","3.52","20.405","3.651",NA,"0.924"
"1656640320","2022-07-01 01:52:00","2022-06-30 20:52:00","3.52","20.355","3.62",NA,"0.924"
"1656640920","2022-07-01 02:02:00","2022-06-30 21:02:00","3.52","20.372","3.6",NA,"0.924"
"1656641520","2022-07-01 02:12:00","2022-06-30 21:12:00","3.52","20.28","3.535",NA,"0.925"
"1656642120","2022-07-01 02:22:00","2022-06-30 21:22:00","3.52","20.196","3.316",NA,"0.926"
"1656642720","2022-07-01 02:32:00","2022-06-30 21:32:00","3.52","20.121","3.136",NA,"0.926"
"1656643320","2022-07-01 02:42:00","2022-06-30 21:42:00","3.52","20.087","3.003",NA,"0.927"
"1656643920","2022-07-01 02:52:00","2022-06-30 21:52:00","3.52","20.079","3.009",NA,"0.927"
"1656644520","2022-07-01 03:02:00","2022-06-30 22:02:00","3.52","20.045","3.041",NA,"0.926"
"1656645120","2022-07-01 03:12:00","2022-06-30 22:12:00","3.52","19.995","3.055",NA,"0.926"
"1656645720","2022-07-01 03:22:00","2022-06-30 22:22:00","3.52","19.978","3.076",NA,"0.926"
"1656646320","2022-07-01 03:32:00","2022-06-30 22:32:00","3.52","19.995","3.091",NA,"0.926"
"1656646920","2022-07-01 03:42:00","2022-06-30 22:42:00","3.52","19.995","3.048",NA,"0.926"
"1656647520","2022-07-01 03:52:00","2022-06-30 22:52:00","3.52","19.978","2.971",NA,"0.926"
"1656648120","2022-07-01 04:02:00","2022-06-30 23:02:00","3.52","19.987","2.951",NA,"0.926"
"1656648720","2022-07-01 04:12:00","2022-06-30 23:12:00","3.52","20.012","2.996",NA,"0.925"
"1656649320","2022-07-01 04:22:00","2022-06-30 23:22:00","3.52","19.978","3.065",NA,"0.924"
"1656649920","2022-07-01 04:32:00","2022-06-30 23:32:00","3.52","19.937","3.061",NA,"0.925"
"1656650520","2022-07-01 04:42:00","2022-06-30 23:42:00","3.52","19.928","3.048",NA,"0.925"
"1656651120","2022-07-01 04:52:00","2022-06-30 23:52:00","3.52","19.953","3.052",NA,"0.925"
"1656651720","2022-07-01 05:02:00","2022-07-01 00:02:00","3.52","19.995","3.015",NA,"0.926"
"1656652320","2022-07-01 05:12:00","2022-07-01 00:12:00","3.52","19.97","2.887",NA,"0.925"
"1656652920","2022-07-01 05:22:00","2022-07-01 00:22:00","3.52","19.97","2.808",NA,"0.925"
"1656653520","2022-07-01 05:32:00","2022-07-01 00:32:00","3.52","19.97","2.836",NA,"0.924"
"1656654120","2022-07-01 05:42:00","2022-07-01 00:42:00","3.52","19.987","2.978",NA,"0.923"
"1656654720","2022-07-01 05:52:00","2022-07-01 00:52:00","3.52","20.004","3.152",NA,"0.923"
"1656655320","2022-07-01 06:02:00","2022-07-01 01:02:00","3.52","19.97","3.107",NA,"0.923"
"1656655920","2022-07-01 06:12:00","2022-07-01 01:12:00","3.52","19.928","3.032",NA,"0.923"
"1656656520","2022-07-01 06:22:00","2022-07-01 01:22:00","3.52","19.92","2.908",NA,"0.924"
"1656657120","2022-07-01 06:32:00","2022-07-01 01:32:00","3.52","19.928","2.812",NA,"0.924"
"1656657720","2022-07-01 06:42:00","2022-07-01 01:42:00","3.52","19.953","2.852",NA,"0.922"
"1656658320","2022-07-01 06:52:00","2022-07-01 01:52:00","3.52","19.945","2.957",NA,"0.922"
"1656658920","2022-07-01 07:02:00","2022-07-01 02:02:00","3.52","19.928","2.897",NA,"0.923"
"1656659520","2022-07-01 07:12:00","2022-07-01 02:12:00","3.52","19.903","2.805",NA,"0.923"
"1656660120","2022-07-01 07:22:00","2022-07-01 02:22:00","3.52","19.903","2.692",NA,"0.924"
"1656660720","2022-07-01 07:32:00","2022-07-01 02:32:00","3.52","19.937","2.616",NA,"0.923"
"1656661320","2022-07-01 07:42:00","2022-07-01 02:42:00","3.52","19.945","2.74",NA,"0.923"
"1656661920","2022-07-01 07:52:00","2022-07-01 02:52:00","3.52","19.945","2.785",NA,"0.922"
"1656662520","2022-07-01 08:02:00","2022-07-01 03:02:00","3.52","19.953","2.76",NA,"0.921"
"1656663120","2022-07-01 08:12:00","2022-07-01 03:12:00","3.52","19.937","2.904",NA,"0.919"
"1656663720","2022-07-01 08:22:00","2022-07-01 03:22:00","3.52","19.928","2.86",NA,"0.92"
"1656664320","2022-07-01 08:32:00","2022-07-01 03:32:00","3.52","19.937","2.801",NA,"0.921"
"1656664920","2022-07-01 08:42:00","2022-07-01 03:42:00","3.52","19.962","2.922",NA,"0.92"
"1656665520","2022-07-01 08:52:00","2022-07-01 03:52:00","3.52","19.945","2.914",NA,"0.921"
"1656666120","2022-07-01 09:02:00","2022-07-01 04:02:00","3.52","19.937","2.863",NA,"0.921"
"1656666720","2022-07-01 09:12:00","2022-07-01 04:12:00","3.51","19.903","2.826",NA,"0.921"
"1656667320","2022-07-01 09:22:00","2022-07-01 04:22:00","3.52","19.92","2.865",NA,"0.921"
