Date,Time,Site,Unit ID,User ID,?F-21A104910,mmHg-21A105443,DO %-21A106679,DO mg/L-21A106679,SPC-uS/cm-21A104910,C-uS/cm-21A104910,nLFC-uS/cm-21A104910,ohm-cm-21A104910,TDS mg/L-21A104910,SAL-PSU-21A104910,Density-21A104910,Density-T-21A104910,pH-21B101988,pH mV-21B101988,Phycocyanin RFU-21B101736,Phycocyanin ug/L-21B101736,Chlorophyll RFU-21B101736,Chlorophyll ug/L-21B101736,DEP m-20M103012,Vpos m-20M103012
8/1/2022,9:50:18 AM,Tank 04,Strauss lab 1,,64.754,754,145.2,13.68,153.4,133.5,155.2,7493,100,0.07,-1.4,-1.4,9.46,-237.4,0.19,0.16,1.43,5.67,-0.001,-0.006
8/1/2022,9:50:21 AM,Tank 04,Strauss lab 1,,64.754,754,145.2,13.69,153.4,133.4,155.1,7494,100,0.07,-1.4,-1.4,9.47,-237.7,0.26,0.24,1.5,5.96,-0.004,-0.012
8/1/2022,9:50:24 AM,Tank 04,Strauss lab 1,,64.754,754,145.3,13.7,153.4,133.4,155.1,7495,100,0.07,-1.4,-1.4,9.47,-237.9,0.25,0.23,1.54,6.14,-0.002,0.009
8/1/2022,9:50:27 AM,Tank 04,Strauss lab 1,,64.754,754,145.4,13.71,153.3,133.4,155.1,7495,100,0.07,-1.4,-1.4,9.47,-238.1,0.29,0.26,1.5,5.95,-0.001,0.014
8/1/2022,9:50:30 AM,Tank 04,Strauss lab 1,,64.755,754,145.5,13.71,153.3,133.4,155.1,7496,100,0.07,-1.4,-1.4,9.48,-238.3,0.21,0.19,1.46,5.78,-0.002,-0.002
8/1/2022,9:50:33 AM,Tank 04,Strauss lab 1,,64.755,754,145.5,13.72,153.3,133.4,155.1,7497,100,0.07,-1.4,-1.4,9.48,-238.4,0.2,0.18,1.4,5.55,-0.003,-0.016
8/1/2022,9:50:36 AM,Tank 04,Strauss lab 1,,64.755,753.9,145.6,13.72,153.3,133.4,155.1,7498,100,0.07,-1.4,-1.4,9.49,-238.6,0.21,0.19,0.98,3.8,0,-0.004
8/1/2022,9:55:06 AM,Tank 01,Strauss lab 1,,64.195,753.9,139.5,13.23,154.9,133.9,156.7,7471,101,0.07,-1.3,-1.3,9.48,-238.1,0.13,0.11,0.67,2.52,-0.004,-0.007
8/1/2022,9:55:09 AM,Tank 01,Strauss lab 1,,64.178,753.9,139.7,13.25,154.9,133.8,156.7,7472,101,0.07,-1.3,-1.3,9.48,-238.2,0.15,0.13,0.53,1.93,-0.001,0.005
8/1/2022,9:55:12 AM,Tank 01,Strauss lab 1,,64.168,753.9,139.9,13.27,154.9,133.8,156.7,7474,101,0.07,-1.3,-1.3,9.48,-238.2,0.21,0.19,0.49,1.76,-0.002,0
8/1/2022,9:55:15 AM,Tank 01,Strauss lab 1,,64.16,754,140.1,13.29,154.9,133.8,156.7,7475,101,0.07,-1.3,-1.3,9.48,-238.3,0.19,0.17,0.54,1.96,0,-0.005
8/1/2022,9:55:18 AM,Tank 01,Strauss lab 1,,64.154,754,140.3,13.31,154.9,133.8,156.7,7475,101,0.07,-1.3,-1.3,9.48,-238.3,0.14,0.12,0.58,2.12,-0.001,-0.012
8/1/2022,9:55:21 AM,Tank 01,Strauss lab 1,,64.149,753.9,140.5,13.33,154.9,133.8,156.8,7475,101,0.07,-1.3,-1.3,9.48,-238.4,0.17,0.14,0.57,2.1,0,-0.005
8/1/2022,9:55:24 AM,Tank 01,Strauss lab 1,,64.144,753.9,140.7,13.35,154.9,133.8,156.7,7476,101,0.07,-1.3,-1.3,9.48,-238.4,0.17,0.15,0.59,2.19,-0.001,-0.006
8/1/2022,9:55:27 AM,Tank 01,Strauss lab 1,,64.139,754,140.9,13.38,154.9,133.7,156.7,7478,101,0.07,-1.3,-1.3,9.49,-238.5,0.26,0.24,0.44,1.54,-0.002,-0.007
8/1/2022,10:01:08 AM,Tank 17,Strauss lab 1,,64.385,753.9,146,13.82,151.9,131.5,153.7,7602,99,0.07,-1.3,-1.3,9.65,-248,0.28,0.26,3.61,14.73,-0.003,-0.018
8/1/2022,10:01:11 AM,Tank 17,Strauss lab 1,,64.382,754,146.2,13.83,151.9,131.5,153.6,7603,99,0.07,-1.3,-1.3,9.65,-248,0.31,0.29,2.23,9.03,-0.002,0.01
8/1/2022,10:01:14 AM,Tank 17,Strauss lab 1,,64.378,753.9,146.3,13.85,151.8,131.5,153.6,7604,99,0.07,-1.3,-1.3,9.65,-248,0.33,0.31,1.09,4.25,-0.005,0.003
8/1/2022,10:01:17 AM,Tank 17,Strauss lab 1,,64.374,754,146.5,13.87,151.8,131.5,153.6,7606,99,0.07,-1.3,-1.3,9.65,-248.1,0.24,0.21,1.19,4.67,-0.004,0.004
8/1/2022,10:01:20 AM,Tank 17,Strauss lab 1,,64.37,754,146.6,13.88,151.8,131.5,153.6,7607,99,0.07,-1.3,-1.3,9.65,-248.1,0.09,0.07,0.79,3.01,-0.003,-0.009
8/1/2022,10:01:23 AM,Tank 17,Strauss lab 1,,64.366,754,146.8,13.9,151.8,131.4,153.6,7608,99,0.07,-1.3,-1.3,9.65,-248.1,-0.01,-0.03,0.52,1.87,-0.001,-0.005
8/1/2022,10:01:26 AM,Tank 17,Strauss lab 1,,64.363,754,146.9,13.91,151.8,131.4,153.6,7608,99,0.07,-1.3,-1.3,9.65,-248.1,0.15,0.13,0.57,2.11,-0.001,-0.006
8/1/2022,10:01:29 AM,Tank 17,Strauss lab 1,,64.36,754.1,147.1,13.93,151.8,131.4,153.6,7609,99,0.07,-1.3,-1.3,9.65,-248.1,0.23,0.2,0.99,3.85,-0.001,0.008
8/1/2022,10:01:32 AM,Tank 17,Strauss lab 1,,64.357,754,147.2,13.94,151.7,131.4,153.5,7611,99,0.07,-1.3,-1.3,9.65,-248,0.38,0.36,1.76,7.03,-0.003,0.003
8/1/2022,10:01:35 AM,Tank 17,Strauss lab 1,,64.355,754,147.4,13.95,151.7,131.4,153.5,7612,99,0.07,-1.3,-1.3,9.65,-248.1,0.54,0.52,1.06,4.13,-0.002,0.011
8/1/2022,10:01:38 AM,Tank 17,Strauss lab 1,,64.354,754,147.4,13.96,151.7,131.4,153.5,7612,99,0.07,-1.3,-1.3,9.65,-248.1,0.54,0.52,3.99,16.34,-0.001,-0.009
8/1/2022,10:01:41 AM,Tank 17,Strauss lab 1,,64.351,754,147.5,13.97,151.7,131.4,153.5,7612,99,0.07,-1.3,-1.3,9.65,-248.1,0.36,0.33,1.3,5.12,0.001,-0.009
8/1/2022,10:01:44 AM,Tank 17,Strauss lab 1,,64.35,754.1,147.6,13.98,151.7,131.4,153.5,7613,99,0.07,-1.3,-1.3,9.65,-248.1,0.31,0.29,0.61,2.27,0.003,0.01
8/1/2022,10:01:47 AM,Tank 17,Strauss lab 1,,64.349,753.9,147.7,13.99,151.7,131.3,153.5,7615,99,0.07,-1.3,-1.3,9.65,-248.1,0.2,0.18,0.46,1.65,-0.002,0.002
8/1/2022,10:01:50 AM,Tank 17,Strauss lab 1,,64.348,754,147.8,14,151.7,131.3,153.5,7616,99,0.07,-1.3,-1.3,9.65,-248,0.22,0.2,0.38,1.3,-0.003,-0.006
8/1/2022,10:01:53 AM,Tank 17,Strauss lab 1,,64.347,754,147.9,14.01,151.7,131.3,153.4,7616,99,0.07,-1.3,-1.3,9.65,-248,0.28,0.25,0.43,1.5,-0.003,-0.008
8/1/2022,10:06:36 AM,Tank 13,Strauss lab 1,,70.975,754,109.3,9.62,160,149.8,161,6678,104,0.07,-2.1,-2.1,8.98,-211.1,0.38,0.36,0.22,0.63,0,0.008
8/1/2022,10:06:39 AM,Tank 13,Strauss lab 1,,70.973,754,109.6,9.64,159.9,149.7,160.9,6680,104,0.07,-2.1,-2.1,8.98,-211.2,0.37,0.35,0.2,0.57,0.003,0.008
8/1/2022,10:06:42 AM,Tank 13,Strauss lab 1,,70.968,754.1,109.8,9.66,159.9,149.6,160.9,6683,104,0.07,-2.1,-2.1,8.98,-211.2,0.43,0.41,0.23,0.68,0.001,0.015
8/1/2022,10:06:45 AM,Tank 13,Strauss lab 1,,70.963,754.1,110,9.68,159.8,149.6,160.8,6684,104,0.07,-2.1,-2.1,8.98,-211.3,0.58,0.56,0.23,0.7,0,-0.008
8/1/2022,10:06:48 AM,Tank 13,Strauss lab 1,,70.957,754.1,110.2,9.7,159.8,149.6,160.8,6686,104,0.07,-2.1,-2.1,8.98,-211.3,0.82,0.81,0.35,1.19,-0.004,-0.018
8/1/2022,10:06:51 AM,Tank 13,Strauss lab 1,,70.95,754,110.4,9.72,159.8,149.6,160.8,6686,104,0.07,-2.1,-2.1,8.98,-211.4,0.77,0.75,0.35,1.17,0,-0.003
8/1/2022,10:06:54 AM,Tank 13,Strauss lab 1,,70.943,754,110.6,9.73,159.8,149.5,160.8,6688,104,0.07,-2.1,-2.1,8.98,-211.4,0.71,0.7,0.29,0.92,0,0.008
8/1/2022,10:06:57 AM,Tank 13,Strauss lab 1,,70.937,754.1,110.8,9.75,159.8,149.5,160.8,6689,104,0.07,-2.1,-2.1,8.98,-211.4,0.39,0.36,0.2,0.56,-0.001,0.01
8/1/2022,10:09:55 AM,Tank 16,Strauss lab 1,,71.465,754.1,96.9,8.48,160.6,151.1,161.5,6617,104,0.08,-2.2,-2.2,8.85,-203.7,0.45,0.43,1.18,4.64,0.004,0.021
8/1/2022,10:09:58 AM,Tank 16,Strauss lab 1,,71.458,754,97.1,8.5,160.6,151.1,161.5,6617,104,0.08,-2.2,-2.2,8.85,-203.7,0.45,0.43,1.2,4.7,0.003,0.015
8/1/2022,10:10:01 AM,Tank 16,Strauss lab 1,,71.453,753.9,97.4,8.52,160.6,151.1,161.5,6618,104,0.08,-2.2,-2.2,8.84,-203.6,0.37,0.35,1,3.88,0.001,0.006
8/1/2022,10:10:04 AM,Tank 16,Strauss lab 1,,71.447,754,97.6,8.54,160.6,151.1,161.5,6617,104,0.08,-2.1,-2.1,8.84,-203.6,0.19,0.17,0.51,1.83,0.003,-0.004
8/1/2022,10:10:07 AM,Tank 16,Strauss lab 1,,71.444,754,97.8,8.57,160.6,151.1,161.5,6618,104,0.08,-2.1,-2.1,8.84,-203.6,0.17,0.15,0.32,1.07,0.002,-0.006
8/1/2022,10:10:10 AM,Tank 16,Strauss lab 1,,71.44,754,98.1,8.59,160.6,151.1,161.5,6619,104,0.08,-2.1,-2.1,8.84,-203.5,0.25,0.23,0.36,1.21,0,-0.004
8/1/2022,10:10:13 AM,Tank 16,Strauss lab 1,,71.438,754,98.3,8.61,160.5,151.1,161.5,6619,104,0.08,-2.1,-2.1,8.84,-203.5,0.24,0.22,0.37,1.26,-0.002,0.01
8/1/2022,10:10:16 AM,Tank 16,Strauss lab 1,,71.436,754,98.5,8.62,160.5,151.1,161.5,6619,104,0.08,-2.1,-2.1,8.84,-203.4,0.22,0.2,0.39,1.34,-0.002,0.01
8/1/2022,10:13:06 AM,Tank 18,Strauss lab 1,,65.686,754.1,107.8,10.05,150.8,132.7,152.4,7537,98,0.07,-1.5,-1.5,9.22,-223.6,0.26,0.24,0.81,3.1,-0.003,0.004
8/1/2022,10:13:09 AM,Tank 18,Strauss lab 1,,65.66,754.1,108.1,10.08,150.8,132.6,152.4,7539,98,0.07,-1.5,-1.5,9.21,-223.5,0.19,0.16,0.64,2.39,-0.001,0.011
8/1/2022,10:13:12 AM,Tank 18,Strauss lab 1,,65.637,754,108.4,10.11,150.8,132.6,152.4,7540,98,0.07,-1.5,-1.5,9.21,-223.5,0.21,0.19,0.65,2.44,-0.002,-0.015
8/1/2022,10:13:15 AM,Tank 18,Strauss lab 1,,65.619,754,108.6,10.13,150.8,132.6,152.5,7541,98,0.07,-1.5,-1.5,9.21,-223.4,0.27,0.25,0.67,2.5,0.001,0
8/1/2022,10:13:18 AM,Tank 18,Strauss lab 1,,65.608,754.1,108.8,10.15,150.8,132.6,152.5,7541,98,0.07,-1.5,-1.5,9.21,-223.3,0.21,0.18,0.78,2.99,0.001,0.009
8/1/2022,10:13:21 AM,Tank 18,Strauss lab 1,,65.602,754,109,10.17,150.8,132.6,152.5,7541,98,0.07,-1.5,-1.5,9.21,-223.2,0.18,0.16,0.9,3.46,-0.001,0.015
8/1/2022,10:13:24 AM,Tank 18,Strauss lab 1,,65.599,754,109.1,10.19,150.8,132.6,152.5,7542,98,0.07,-1.5,-1.5,9.21,-223.1,0.1,0.07,0.97,3.76,-0.002,-0.007
8/1/2022,10:13:27 AM,Tank 18,Strauss lab 1,,65.596,754,109.3,10.21,150.8,132.6,152.5,7543,98,0.07,-1.5,-1.5,9.21,-223,0.16,0.14,0.98,3.82,-0.002,0.007
8/1/2022,10:16:27 AM,Tank 34,Strauss lab 1,,66.026,754,134.1,12.46,156.9,138.7,158.6,7212,102,0.07,-1.5,-1.5,9.33,-230.1,1.18,1.17,8.05,33.21,-0.001,-0.004
8/1/2022,10:16:30 AM,Tank 34,Strauss lab 1,,66.01,754.1,134.5,12.5,156.9,138.6,158.6,7214,102,0.07,-1.5,-1.5,9.33,-230.3,1.25,1.23,9.84,40.66,-0.001,-0.007
8/1/2022,10:16:33 AM,Tank 34,Strauss lab 1,,66.004,753.9,134.8,12.53,156.9,138.6,158.5,7217,102,0.07,-1.5,-1.5,9.34,-230.5,1.31,1.3,9.68,39.99,0,0.01
8/1/2022,10:16:36 AM,Tank 34,Strauss lab 1,,66.018,754,135.1,12.56,156.8,138.5,158.4,7219,102,0.07,-1.5,-1.5,9.34,-230.6,1.42,1.41,9.49,39.22,0.001,0.012
8/1/2022,10:16:39 AM,Tank 34,Strauss lab 1,,66.045,754,135.4,12.58,156.7,138.5,158.3,7222,102,0.07,-1.5,-1.5,9.34,-230.8,1.47,1.46,8.94,36.92,-0.002,-0.005
8/1/2022,10:16:42 AM,Tank 34,Strauss lab 1,,66.069,754,135.7,12.6,156.6,138.4,158.2,7224,102,0.07,-1.5,-1.5,9.34,-230.9,1.32,1.31,8.35,34.45,0,-0.009
8/1/2022,10:16:45 AM,Tank 34,Strauss lab 1,,66.074,754,135.9,12.62,156.5,138.4,158.2,7225,102,0.07,-1.5,-1.5,9.35,-231.1,1.13,1.12,8.06,33.26,0.002,0.007
8/1/2022,10:19:42 AM,Tank 46,Strauss lab 1,,71.277,754.1,105.8,9.28,159,149.4,160,6694,103,0.07,-2.1,-2.1,8.78,-200.2,0.77,0.75,3.83,15.66,-0.003,-0.026
8/1/2022,10:19:45 AM,Tank 46,Strauss lab 1,,71.274,754,106,9.3,159,149.4,160,6695,103,0.07,-2.1,-2.1,8.78,-200.2,0.77,0.75,3.68,15.05,-0.001,0.009
8/1/2022,10:19:48 AM,Tank 46,Strauss lab 1,,71.271,754.1,106.2,9.32,159,149.4,160,6695,103,0.07,-2.1,-2.1,8.78,-200.2,0.65,0.63,3.6,14.7,-0.001,0.015
8/1/2022,10:19:51 AM,Tank 46,Strauss lab 1,,71.268,754.1,106.4,9.34,159,149.4,160,6696,103,0.07,-2.1,-2.1,8.78,-200.2,0.57,0.55,3.57,14.58,-0.004,0.004
8/1/2022,10:19:54 AM,Tank 46,Strauss lab 1,,71.265,754.1,106.6,9.35,159,149.3,159.9,6697,103,0.07,-2.1,-2.1,8.78,-200.2,0.59,0.57,3.65,14.9,-0.002,-0.007
8/1/2022,10:19:57 AM,Tank 46,Strauss lab 1,,71.262,754.1,106.8,9.37,159,149.3,159.9,6698,103,0.07,-2.1,-2.1,8.78,-200.2,0.7,0.69,3.39,13.83,0.001,0.01
8/1/2022,10:20:00 AM,Tank 46,Strauss lab 1,,71.26,754.1,106.9,9.38,159,149.3,159.9,6699,103,0.07,-2.1,-2.1,8.78,-200.2,0.64,0.62,3.55,14.5,0,0.008
8/1/2022,10:20:03 AM,Tank 46,Strauss lab 1,,71.257,754.1,107.1,9.39,158.9,149.3,159.9,6700,103,0.07,-2.1,-2.1,8.78,-200.2,0.56,0.54,3.41,13.91,-0.001,0.008
8/1/2022,10:23:36 AM,Tank 50,Strauss lab 1,,66.156,754,131.8,12.23,150.3,133,151.9,7519,98,0.07,-1.5,-1.5,9.46,-237.8,0.21,0.19,0.66,2.45,-0.001,-0.003
8/1/2022,10:23:39 AM,Tank 50,Strauss lab 1,,66.156,754.1,132,12.25,150.3,133,151.8,7520,98,0.07,-1.5,-1.5,9.47,-237.9,0.18,0.16,0.64,2.41,-0.001,-0.013
8/1/2022,10:23:42 AM,Tank 50,Strauss lab 1,,66.155,754.1,132.3,12.27,150.2,133,151.8,7521,98,0.07,-1.5,-1.5,9.47,-238.1,0.18,0.15,0.64,2.38,0,-0.004
8/1/2022,10:23:45 AM,Tank 50,Strauss lab 1,,66.155,754,132.5,12.3,150.2,132.9,151.8,7522,98,0.07,-1.5,-1.5,9.47,-238.2,0.12,0.1,0.58,2.15,0,0.01
8/1/2022,10:23:48 AM,Tank 50,Strauss lab 1,,66.156,754,132.8,12.32,150.2,132.9,151.8,7523,98,0.07,-1.5,-1.5,9.47,-238.4,0.19,0.16,0.43,1.52,-0.002,0.014
8/1/2022,10:23:51 AM,Tank 50,Strauss lab 1,,66.157,754,133,12.34,150.2,132.9,151.8,7524,98,0.07,-1.5,-1.5,9.48,-238.5,0.24,0.22,0.39,1.34,-0.003,0.011
8/1/2022,10:23:54 AM,Tank 50,Strauss lab 1,,66.158,754,133.3,12.36,150.2,132.9,151.7,7525,98,0.07,-1.5,-1.5,9.48,-238.6,0.26,0.24,0.48,1.74,0.001,0.003
8/1/2022,10:27:22 AM,Tank 64,Strauss lab 1,,71.355,754,72.8,6.38,160.5,150.9,161.5,6626,104,0.08,-2.1,-2.1,8.71,-196.1,0.15,0.13,0.57,2.09,-0.004,-0.014
8/1/2022,10:27:25 AM,Tank 64,Strauss lab 1,,71.355,753.9,72.8,6.38,160.5,150.9,161.5,6626,104,0.08,-2.1,-2.1,8.71,-195.9,0.21,0.19,0.58,2.16,-0.005,0.006
8/1/2022,10:27:28 AM,Tank 64,Strauss lab 1,,71.354,753.9,72.8,6.38,160.5,150.9,161.5,6626,104,0.08,-2.1,-2.1,8.7,-195.6,0.17,0.14,0.58,2.13,-0.004,0.006
8/1/2022,10:27:31 AM,Tank 64,Strauss lab 1,,71.354,754.1,72.8,6.38,160.5,150.9,161.5,6626,104,0.08,-2.1,-2.1,8.7,-195.3,0.2,0.18,0.54,1.98,-0.004,-0.008
8/1/2022,10:27:34 AM,Tank 64,Strauss lab 1,,71.354,754,72.8,6.38,160.5,150.9,161.5,6626,104,0.08,-2.1,-2.1,8.7,-195.1,0.19,0.17,0.52,1.88,-0.001,-0.005
8/1/2022,10:27:37 AM,Tank 64,Strauss lab 1,,71.355,754.1,72.8,6.38,160.5,150.9,161.5,6626,104,0.08,-2.1,-2.1,8.69,-194.8,0.18,0.16,0.53,1.95,0.001,0.009
8/1/2022,10:27:40 AM,Tank 64,Strauss lab 1,,71.356,753.9,72.8,6.38,160.5,150.9,161.5,6626,104,0.08,-2.1,-2.1,8.69,-194.6,0.22,0.2,0.55,2.03,0,0.009
8/1/2022,10:27:43 AM,Tank 64,Strauss lab 1,,71.358,754.1,72.8,6.38,160.5,150.9,161.4,6627,104,0.08,-2.1,-2.1,8.68,-194.3,0.16,0.13,0.54,1.97,-0.002,-0.005
8/1/2022,10:27:46 AM,Tank 64,Strauss lab 1,,71.359,754.1,72.8,6.38,160.5,150.9,161.4,6628,104,0.08,-2.1,-2.1,8.68,-194.1,0.2,0.18,0.66,2.47,-0.003,-0.018
8/1/2022,10:27:49 AM,Tank 64,Strauss lab 1,,71.359,754,72.8,6.38,160.5,150.9,161.4,6628,104,0.08,-2.1,-2.1,8.67,-193.8,0.19,0.17,0.62,2.32,0,-0.003
8/1/2022,10:27:52 AM,Tank 64,Strauss lab 1,,71.359,754,72.9,6.38,160.5,150.9,161.4,6629,104,0.08,-2.1,-2.1,8.67,-193.6,0.15,0.12,0.68,2.54,0.001,0.016
8/1/2022,10:27:55 AM,Tank 64,Strauss lab 1,,71.359,754,72.9,6.38,160.5,150.9,161.4,6629,104,0.08,-2.1,-2.1,8.67,-193.3,0.18,0.16,0.57,2.11,-0.002,-0.002
8/1/2022,10:27:58 AM,Tank 64,Strauss lab 1,,71.358,754,72.9,6.38,160.5,150.9,161.4,6629,104,0.08,-2.1,-2.1,8.66,-193.1,0.12,0.09,0.62,2.31,-0.003,-0.007
8/1/2022,10:28:01 AM,Tank 64,Strauss lab 1,,71.358,754,72.9,6.39,160.5,150.9,161.4,6629,104,0.08,-2.1,-2.1,8.66,-192.8,0.06,0.04,0.58,2.15,-0.002,-0.004
8/1/2022,10:32:26 AM,Tank 03,Strauss lab 1,,64.779,754,124.6,11.74,161.2,140.3,163,7130,105,0.08,-1.4,-1.4,9.41,-234.5,0.11,0.09,0.38,1.29,0,-0.003
8/1/2022,10:32:29 AM,Tank 03,Strauss lab 1,,64.777,754,124.7,11.75,161.2,140.3,163,7130,105,0.08,-1.4,-1.4,9.41,-234.3,0.13,0.1,0.44,1.56,0,0.016
8/1/2022,10:32:32 AM,Tank 03,Strauss lab 1,,64.775,754,124.9,11.76,161.2,140.3,163,7130,105,0.08,-1.4,-1.4,9.4,-234,0.09,0.07,0.54,1.96,-0.001,0.014
8/1/2022,10:32:35 AM,Tank 03,Strauss lab 1,,64.773,754,125,11.78,161.2,140.3,163,7129,105,0.08,-1.4,-1.4,9.4,-233.8,0.18,0.16,0.55,2.02,-0.004,-0.019
8/1/2022,10:32:38 AM,Tank 03,Strauss lab 1,,64.774,754,125.1,11.79,161.2,140.3,163,7129,105,0.08,-1.4,-1.4,9.4,-233.6,0.2,0.17,0.55,2.02,-0.001,-0.001
8/1/2022,10:32:41 AM,Tank 03,Strauss lab 1,,64.774,754,125.2,11.8,161.2,140.3,163,7129,105,0.08,-1.4,-1.4,9.39,-233.4,0.13,0.11,0.56,2.07,0.001,0.008
8/1/2022,10:32:44 AM,Tank 03,Strauss lab 1,,64.774,754.1,125.3,11.81,161.2,140.3,163,7129,105,0.08,-1.4,-1.4,9.39,-233.2,0.14,0.12,0.54,1.98,-0.001,-0.006
8/1/2022,10:36:04 AM,Tank 14,Strauss lab 1,,72.1,754,122.5,10.65,171.4,162.5,172.3,6154,111,0.08,-2.2,-2.2,8.93,-208.5,0.27,0.25,0.5,1.83,0,-0.004
8/1/2022,10:36:07 AM,Tank 14,Strauss lab 1,,72.1,754.1,122.8,10.67,171.4,162.5,172.3,6155,111,0.08,-2.2,-2.2,8.93,-208.7,0.3,0.28,0.44,1.57,-0.001,-0.008
8/1/2022,10:36:10 AM,Tank 14,Strauss lab 1,,72.094,754.1,123.1,10.71,171.4,162.4,172.2,6156,111,0.08,-2.2,-2.2,8.94,-209,0.28,0.26,0.42,1.46,-0.002,-0.003
8/1/2022,10:36:13 AM,Tank 14,Strauss lab 1,,72.089,754,123.5,10.74,171.4,162.4,172.2,6157,111,0.08,-2.2,-2.2,8.94,-209.2,0.15,0.13,0.48,1.73,-0.003,0.002
8/1/2022,10:36:16 AM,Tank 14,Strauss lab 1,,72.083,754.1,123.8,10.77,171.4,162.4,172.2,6157,111,0.08,-2.2,-2.2,8.94,-209.5,0.12,0.09,0.71,2.67,-0.002,0.009
8/1/2022,10:36:19 AM,Tank 14,Strauss lab 1,,72.078,754.1,124.1,10.79,171.3,162.4,172.2,6158,111,0.08,-2.2,-2.2,8.95,-209.7,0.13,0.11,0.97,3.75,-0.002,-0.013
8/1/2022,10:36:22 AM,Tank 14,Strauss lab 1,,72.073,754.1,124.5,10.82,171.3,162.4,172.2,6158,111,0.08,-2.2,-2.2,8.95,-209.9,0.26,0.24,1.33,5.24,0,-0.004
8/1/2022,10:36:25 AM,Tank 14,Strauss lab 1,,72.069,754.1,124.7,10.85,171.3,162.4,172.2,6159,111,0.08,-2.2,-2.2,8.96,-210.2,0.24,0.21,1.36,5.39,0,0.006
8/1/2022,10:36:28 AM,Tank 14,Strauss lab 1,,72.065,754.1,125,10.87,171.3,162.4,172.2,6159,111,0.08,-2.2,-2.2,8.96,-210.4,0.22,0.2,1.13,4.41,-0.003,0.01
8/1/2022,10:36:31 AM,Tank 14,Strauss lab 1,,72.063,754.1,125.2,10.89,171.3,162.3,172.2,6160,111,0.08,-2.2,-2.2,8.96,-210.6,0.13,0.11,0.81,3.08,-0.005,-0.006
8/1/2022,10:39:29 AM,Tank 20,Strauss lab 1,,65.419,754.1,136.4,12.76,156.1,137,157.9,7302,101,0.07,-1.5,-1.5,9.57,-243.9,-0.09,-0.12,0.22,0.65,0,-0.003
8/1/2022,10:39:32 AM,Tank 20,Strauss lab 1,,65.415,754.1,136.7,12.79,156.2,137,157.9,7301,102,0.07,-1.5,-1.5,9.57,-243.8,0.05,0.03,0.28,0.9,0,0.01
8/1/2022,10:39:35 AM,Tank 20,Strauss lab 1,,65.413,754,137,12.82,156.2,137,157.9,7300,102,0.07,-1.5,-1.5,9.57,-243.7,0.1,0.08,0.3,1,-0.003,-0.01
8/1/2022,10:39:38 AM,Tank 20,Strauss lab 1,,65.412,754,137.4,12.85,156.2,137,157.9,7300,102,0.07,-1.5,-1.5,9.57,-243.7,0.14,0.12,0.3,0.96,-0.003,-0.013
8/1/2022,10:39:41 AM,Tank 20,Strauss lab 1,,65.412,754,137.7,12.89,156.2,137,157.9,7301,102,0.07,-1.5,-1.5,9.57,-243.7,0.2,0.18,0.28,0.9,-0.001,-0.002
8/1/2022,10:39:44 AM,Tank 20,Strauss lab 1,,65.414,754.1,138.1,12.92,156.1,136.9,157.9,7302,101,0.07,-1.5,-1.5,9.57,-243.7,0.13,0.1,0.19,0.5,0,0.015
8/1/2022,10:39:47 AM,Tank 20,Strauss lab 1,,65.416,754,138.4,12.94,156.1,136.9,157.8,7303,101,0.07,-1.5,-1.5,9.57,-243.7,0.16,0.14,0.25,0.75,-0.002,0.001
8/1/2022,10:42:22 AM,Tank 32,Strauss lab 1,,71.897,754.1,122.1,10.64,176.4,166.9,177.4,5992,115,0.08,-2.2,-2.2,9.21,-224.6,0.28,0.26,0.6,2.24,-0.001,0.002
8/1/2022,10:42:25 AM,Tank 32,Strauss lab 1,,71.894,754.1,122.5,10.67,176.4,166.9,177.4,5993,115,0.08,-2.2,-2.2,9.22,-225,0.32,0.3,0.64,2.41,-0.002,-0.002
8/1/2022,10:42:28 AM,Tank 32,Strauss lab 1,,71.89,754.1,122.8,10.7,176.4,166.8,177.3,5994,115,0.08,-2.2,-2.2,9.22,-225.5,0.26,0.24,0.61,2.26,-0.001,-0.004
8/1/2022,10:42:31 AM,Tank 32,Strauss lab 1,,71.885,754.1,123.1,10.73,176.4,166.8,177.3,5995,115,0.08,-2.2,-2.2,9.23,-225.9,0.22,0.2,0.6,2.21,-0.003,-0.006
8/1/2022,10:42:34 AM,Tank 32,Strauss lab 1,,71.878,754.1,123.3,10.75,176.4,166.8,177.3,5996,115,0.08,-2.2,-2.2,9.24,-226.4,0.23,0.21,0.49,1.78,-0.004,0.006
8/1/2022,10:42:37 AM,Tank 32,Strauss lab 1,,71.872,754.1,123.6,10.77,176.4,166.8,177.3,5997,115,0.08,-2.2,-2.2,9.25,-226.9,0.27,0.25,0.42,1.49,-0.003,0.01
8/1/2022,10:42:40 AM,Tank 32,Strauss lab 1,,71.864,754,123.9,10.8,176.3,166.7,177.3,5998,115,0.08,-2.2,-2.2,9.25,-227.3,0.31,0.29,0.45,1.61,-0.003,-0.009
8/1/2022,10:45:13 AM,Tank 33,Strauss lab 1,,67.083,754.1,130.1,11.95,156.1,139.7,157.6,7158,101,0.07,-1.6,-1.6,9.76,-255,0.16,0.14,1.03,4,0,-0.002
