Date,Time,Site,Unit ID,User ID,?F-21A104910,mmHg-21A105443,DO %-21A106679,DO mg/L-21A106679,SPC-uS/cm-21A104910,C-uS/cm-21A104910,nLFC-uS/cm-21A104910,ohm-cm-21A104910,TDS mg/L-21A104910,SAL-PSU-21A104910,Density-21A104910,Density-T-21A104910,pH-21B101988,pH mV-21B101988,Phycocyanin RFU-21B101736,Phycocyanin ug/L-21B101736,Chlorophyll RFU-21B101736,Chlorophyll ug/L-21B101736,DEP m-20M103012,Vpos m-20M103012
6/27/2022,2:56:16 PM,Tank 38,1,,70.074,751.8,87.7,7.79,146.9,136.1,148,7346,96,0.07,-2,-2,7.9,-149.3,0.07,0.05,0.14,0.32,-0.067,-0.072
6/27/2022,2:56:19 PM,Tank 38,1,,70.022,751.8,88.4,7.86,146.8,135.9,147.8,7359,95,0.07,-2,-2,7.89,-148.8,0.04,0.01,0.15,0.35,-0.067,-0.078
6/27/2022,2:56:22 PM,Tank 38,1,,69.943,751.7,89,7.92,146.6,135.6,147.6,7374,95,0.07,-2,-2,7.88,-148,0.01,-0.02,0.18,0.47,-0.067,-0.057
6/27/2022,2:56:25 PM,Tank 38,1,,69.878,751.8,89.5,7.97,146.5,135.4,147.5,7385,95,0.07,-2,-2,7.86,-147.3,-0.01,-0.04,0.09,0.11,-0.068,-0.059
6/27/2022,2:56:28 PM,Tank 38,1,,69.822,751.8,90.1,8.02,146.4,135.2,147.4,7395,95,0.07,-2,-2,7.86,-146.8,-0.01,-0.03,0.12,0.21,-0.068,-0.066
6/27/2022,2:56:31 PM,Tank 38,1,,69.818,751.8,91,8.11,146.3,135.2,147.4,7397,95,0.07,-2,-2,7.85,-146.3,-0.01,-0.03,0.14,0.31,-0.068,-0.068
6/27/2022,2:57:53 PM,Tank 12,1,,76.677,751.7,87.3,7.24,150.7,150.1,150.7,6660,98,0.07,-2.9,-2.9,7.51,-127.5,0.26,0.24,0.02,-0.2,-0.067,-0.069
6/27/2022,2:57:56 PM,Tank 12,1,,76.681,751.7,91.1,7.55,150.7,150.2,150.7,6659,98,0.07,-2.9,-2.9,7.5,-126.8,0.18,0.16,-0.01,-0.3,-0.067,-0.07
6/27/2022,2:57:59 PM,Tank 12,1,,76.675,751.7,91.8,7.61,150.8,150.3,150.9,6653,98,0.07,-2.9,-2.9,7.49,-126.3,0.06,0.04,-0.01,-0.32,-0.066,-0.068
6/27/2022,2:58:02 PM,Tank 12,1,,76.669,751.7,92.2,7.64,150.9,150.4,151,6650,98,0.07,-2.9,-2.9,7.48,-125.8,0.04,0.02,0.02,-0.21,-0.067,-0.072
6/27/2022,2:58:05 PM,Tank 12,1,,76.662,751.7,92.5,7.67,150.9,150.4,151,6649,98,0.07,-2.9,-2.9,7.48,-125.4,-0.02,-0.04,0.02,-0.21,-0.067,-0.059
6/27/2022,2:58:08 PM,Tank 12,1,,76.66,751.7,92.8,7.69,151,150.4,151,6647,98,0.07,-2.9,-2.9,7.46,-124.7,-0.02,-0.04,-0.01,-0.33,-0.067,-0.071
7/5/2022,9:11:25 AM,Tank 24,1,,69.36,753.7,94.9,8.5,153.4,141,154.6,7094,100,0.07,-1.9,-1.9,6.55,-71.9,-0.01,-0.03,0.22,0.62,-0.038,-0.038
7/5/2022,9:11:28 AM,Tank 24,1,,69.342,753.7,95.2,8.53,153.6,141.1,154.7,7088,100,0.07,-1.9,-1.9,6.56,-72.8,0.01,-0.01,0.29,0.95,-0.038,-0.034
7/5/2022,9:11:31 AM,Tank 24,1,,69.322,753.8,95.4,8.55,153.7,141.2,154.9,7082,100,0.07,-1.9,-1.9,6.58,-73.7,0.04,0.02,0.28,0.91,-0.038,-0.022
7/5/2022,9:11:34 AM,Tank 24,1,,69.316,753.7,95.6,8.57,154.2,141.6,155.4,7061,100,0.07,-1.9,-1.9,6.59,-74.5,0.09,0.07,0.26,0.8,-0.038,-0.023
7/5/2022,9:11:37 AM,Tank 24,1,,69.312,753.7,95.8,8.59,154.3,141.7,155.5,7056,100,0.07,-1.9,-1.9,6.61,-75.3,0.07,0.04,0.22,0.64,-0.039,-0.042
7/5/2022,9:11:40 AM,Tank 24,1,,69.302,753.7,96,8.6,154.5,141.9,155.7,7048,100,0.07,-1.9,-1.9,6.62,-76.1,0.09,0.07,0.2,0.54,-0.038,-0.048
7/5/2022,9:14:12 AM,Tank 58,1,,77.169,753.8,72.3,5.97,162,162.3,162,6163,105,0.08,-2.9,-2.9,6.62,-76,0.38,0.36,0.58,2.13,-0.037,-0.039
7/5/2022,9:14:15 AM,Tank 58,1,,77.193,753.7,79.5,6.56,162.2,162.6,162.2,6152,105,0.08,-2.9,-2.9,6.6,-74.5,0.17,0.15,0.6,2.23,-0.037,-0.042
7/5/2022,9:14:18 AM,Tank 58,1,,77.244,753.7,81.4,6.71,163.1,163.5,163,6116,106,0.08,-2.9,-2.9,6.58,-73.4,0.1,0.08,0.56,2.08,-0.037,-0.042
7/5/2022,9:14:21 AM,Tank 58,1,,77.289,753.7,83,6.84,162.7,163.2,162.7,6126,106,0.08,-2.9,-2.9,6.56,-72.5,0.13,0.1,0.51,1.84,-0.037,-0.026
7/5/2022,9:14:24 AM,Tank 58,1,,77.309,753.7,87.7,7.22,162.4,162.9,162.3,6139,106,0.08,-2.9,-2.9,6.55,-71.9,0.09,0.07,0.5,1.82,-0.037,-0.023
7/5/2022,9:14:27 AM,Tank 58,1,,77.329,753.8,89.1,7.33,162,162.6,161.9,6152,105,0.08,-2.9,-2.9,6.55,-71.4,0.1,0.08,0.51,1.87,-0.038,-0.043
7/5/2022,9:16:23 AM,Tank 43,1,,77.196,753.8,71.5,5.89,162.5,162.8,162.4,6142,106,0.08,-2.9,-2.9,6.98,-96.4,0.33,0.31,2.59,10.52,-0.038,-0.03
7/5/2022,9:16:26 AM,Tank 43,1,,77.192,753.8,79.5,6.55,162.3,162.6,162.3,6148,106,0.08,-2.9,-2.9,6.85,-88.9,0.39,0.37,1.8,7.22,-0.038,-0.046
7/5/2022,9:16:29 AM,Tank 43,1,,77.216,753.7,84.9,7,162.1,162.5,162.1,6155,105,0.08,-2.9,-2.9,6.82,-87.2,0.35,0.33,1.8,7.2,-0.038,-0.052
7/5/2022,9:16:32 AM,Tank 43,1,,77.233,753.7,91.4,7.54,161.8,162.2,161.7,6166,105,0.08,-2.9,-2.9,6.81,-86.9,0.22,0.2,1.74,6.98,-0.038,-0.039
7/5/2022,9:16:35 AM,Tank 43,1,,77.26,753.7,95.1,7.84,161.3,161.8,161.3,6181,105,0.08,-2.9,-2.9,6.81,-86.9,0.29,0.27,1.69,6.74,-0.038,-0.038
7/5/2022,9:16:38 AM,Tank 43,1,,77.289,753.7,97.1,8,160.9,161.4,160.9,6196,105,0.07,-2.9,-2.9,6.81,-87,0.33,0.3,1.7,6.81,-0.037,-0.042
7/5/2022,9:18:27 AM,Tank 26,1,,77.013,753.7,67.9,5.61,165.6,165.7,165.6,6036,108,0.08,-2.9,-2.9,7.25,-112.3,0.58,0.56,0.88,3.4,-0.039,-0.043
7/5/2022,9:18:30 AM,Tank 26,1,,77.025,753.7,76,6.28,165.5,165.5,165.5,6042,108,0.08,-2.9,-2.9,7.09,-102.8,0.71,0.69,0.97,3.75,-0.04,-0.043
7/5/2022,9:18:33 AM,Tank 26,1,,77.07,753.7,80.7,6.66,165.2,165.3,165.2,6050,107,0.08,-2.9,-2.9,7.05,-100.6,0.69,0.67,0.97,3.75,-0.039,-0.047
7/5/2022,9:18:36 AM,Tank 26,1,,77.099,753.7,83.3,6.88,164.7,164.9,164.7,6065,107,0.08,-2.9,-2.9,7.03,-99.6,0.57,0.55,1.04,4.06,-0.039,-0.029
7/5/2022,9:18:39 AM,Tank 26,1,,77.139,753.7,89.8,7.41,164.1,164.4,164.1,6083,107,0.08,-2.9,-2.9,7.02,-99.1,0.58,0.56,1.04,4.04,-0.04,-0.029
7/5/2022,9:18:42 AM,Tank 26,1,,77.183,753.7,91.3,7.53,163.6,163.9,163.5,6101,106,0.08,-2.9,-2.9,7.02,-98.7,0.6,0.58,1.06,4.14,-0.04,-0.047
7/5/2022,9:20:37 AM,Tank 39,1,,69.258,753.7,70.9,6.35,157.9,144.9,159.1,6901,103,0.07,-1.9,-1.9,7.66,-135.6,0.48,0.46,2.64,10.72,-0.038,-0.028
7/5/2022,9:20:40 AM,Tank 39,1,,69.259,753.8,77.7,6.97,157.7,144.8,159,6907,103,0.07,-1.9,-1.9,7.65,-134.8,0.56,0.54,3.32,13.55,-0.039,-0.044
7/5/2022,9:20:43 AM,Tank 39,1,,69.182,753.8,83,7.44,157.1,144.1,158.3,6941,102,0.07,-1.9,-1.9,7.63,-134,0.46,0.44,3.36,13.71,-0.039,-0.051
7/5/2022,9:20:46 AM,Tank 39,1,,69.111,753.7,85.9,7.71,156.3,143.2,157.5,6984,102,0.07,-1.9,-1.9,7.62,-133.4,0.46,0.44,3.12,12.7,-0.039,-0.042
7/5/2022,9:20:49 AM,Tank 39,1,,69.005,753.7,93.3,8.39,155.1,142,156.4,7045,101,0.07,-1.9,-1.9,7.62,-133,0.47,0.45,3.18,12.95,-0.039,-0.027
7/5/2022,9:20:52 AM,Tank 39,1,,68.899,753.7,95.4,8.58,154.1,140.8,155.3,7102,100,0.07,-1.8,-1.8,7.61,-132.4,0.46,0.44,3.3,13.45,-0.039,-0.028
7/5/2022,9:20:55 AM,Tank 39,1,,68.916,753.7,96.9,8.72,153.4,140.2,154.6,7133,100,0.07,-1.8,-1.8,7.59,-131.6,0.45,0.43,3.44,14.04,-0.039,-0.037
7/5/2022,9:22:49 AM,Tank 59,1,,76.783,753.6,76.4,6.33,180.1,179.7,180.1,5565,117,0.08,-2.9,-2.9,7.3,-115,0.41,0.39,1.09,4.28,-0.039,-0.045
7/5/2022,9:22:52 AM,Tank 59,1,,76.769,753.7,82.7,6.85,180,179.5,180,5570,117,0.08,-2.9,-2.9,7.28,-113.9,0.35,0.33,1.11,4.36,-0.039,-0.043
7/5/2022,9:22:55 AM,Tank 59,1,,76.795,753.8,86.3,7.14,179.8,179.4,179.8,5574,117,0.08,-2.9,-2.9,7.26,-112.8,0.21,0.18,1.09,4.25,-0.039,-0.043
7/5/2022,9:22:58 AM,Tank 59,1,,76.831,753.7,88.5,7.33,179.6,179.2,179.6,5579,117,0.08,-2.9,-2.9,7.24,-111.8,0.21,0.19,1.1,4.31,-0.039,-0.033
7/5/2022,9:23:01 AM,Tank 59,1,,76.885,753.7,93.8,7.76,179.3,179.1,179.4,5583,117,0.08,-2.9,-2.9,7.23,-111.1,0.21,0.19,1.13,4.41,-0.039,-0.037
7/5/2022,9:23:04 AM,Tank 59,1,,76.945,753.7,95.5,7.89,179.1,179,179.1,5587,116,0.08,-2.9,-2.9,7.22,-110.5,0.21,0.19,1.08,4.21,-0.04,-0.044
7/5/2022,9:23:07 AM,Tank 59,1,,76.955,753.7,96.6,7.98,179,178.9,179,5591,116,0.08,-2.9,-2.9,7.2,-109.4,0.17,0.15,1.07,4.17,-0.041,-0.053
7/5/2022,9:25:25 AM,Tank 54,1,,69.414,753.7,71.4,6.39,161.2,148.2,162.4,6746,105,0.08,-1.9,-1.9,7.77,-141.8,0.45,0.43,0.32,1.05,-0.04,-0.039
7/5/2022,9:25:28 AM,Tank 54,1,,69.452,753.7,73.4,6.56,161.1,148.2,162.3,6747,105,0.08,-1.9,-1.9,7.75,-140.5,0.35,0.33,0.35,1.18,-0.04,-0.038
7/5/2022,9:25:31 AM,Tank 54,1,,69.431,753.7,78.3,7,161.2,148.2,162.4,6747,105,0.08,-1.9,-1.9,7.73,-139.3,0.15,0.13,0.31,1.03,-0.04,-0.026
7/5/2022,9:25:34 AM,Tank 54,1,,69.427,753.7,81,7.25,161.1,148.1,162.3,6750,105,0.08,-1.9,-1.9,7.71,-138.2,0.01,-0.02,0.37,1.27,-0.04,-0.043
7/5/2022,9:25:37 AM,Tank 54,1,,69.402,753.7,82.5,7.38,161,148,162.2,6756,105,0.08,-1.9,-1.9,7.69,-137.3,-0.01,-0.04,0.4,1.38,-0.039,-0.028
7/5/2022,9:25:40 AM,Tank 54,1,,69.368,753.7,83.7,7.49,160.9,147.9,162.2,6761,105,0.08,-1.9,-1.9,7.68,-136.5,-0.04,-0.06,0.36,1.21,-0.039,-0.043
7/5/2022,9:25:43 AM,Tank 54,1,,69.353,753.7,84.6,7.57,160.8,147.8,162,6768,105,0.08,-1.9,-1.9,7.65,-134.9,-0.01,-0.03,0.39,1.36,-0.039,-0.042
7/5/2022,9:28:10 AM,Tank 40,1,,69.974,753.7,97.7,8.69,154.2,142.7,155.3,7007,100,0.07,-2,-2,7.58,-131.3,0.61,0.59,3.56,14.54,-0.039,-0.044
7/5/2022,9:28:13 AM,Tank 40,1,,69.963,753.7,101.1,8.99,154.2,142.7,155.3,7007,100,0.07,-2,-2,7.58,-130.8,0.63,0.61,4.38,17.95,-0.039,-0.041
7/5/2022,9:28:16 AM,Tank 40,1,,69.907,753.7,108.9,9.69,154.1,142.5,155.2,7018,100,0.07,-2,-2,7.57,-130.5,0.62,0.6,4.36,17.89,-0.039,-0.043
7/5/2022,9:28:19 AM,Tank 40,1,,69.828,753.6,112,9.97,153.7,142.1,154.9,7040,100,0.07,-2,-2,7.57,-130.3,0.62,0.6,4.22,17.27,-0.04,-0.051
7/5/2022,9:28:22 AM,Tank 40,1,,69.755,753.7,114.1,10.17,153.4,141.6,154.5,7062,100,0.07,-1.9,-1.9,7.57,-130.2,0.6,0.58,4.64,19.02,-0.04,-0.038
7/5/2022,9:28:25 AM,Tank 40,1,,69.694,753.7,119.6,10.67,153,141.2,154.2,7083,99,0.07,-1.9,-1.9,7.56,-130,0.55,0.54,4.54,18.61,-0.041,-0.044
7/5/2022,9:30:06 AM,Tank 27,1,,76.656,753.7,74.2,6.15,167.5,166.9,167.5,5993,109,0.08,-2.8,-2.8,7.39,-120.2,0.36,0.34,0.48,1.73,-0.039,-0.025
7/5/2022,9:30:09 AM,Tank 27,1,,76.64,753.6,77,6.38,167.4,166.8,167.5,5996,109,0.08,-2.8,-2.8,7.37,-119.2,0.34,0.32,0.46,1.62,-0.04,-0.03
7/5/2022,9:30:12 AM,Tank 27,1,,76.618,753.6,78.5,6.51,167.4,166.7,167.5,5999,109,0.08,-2.8,-2.8,7.35,-118.4,0.23,0.21,0.46,1.64,-0.04,-0.044
7/5/2022,9:30:15 AM,Tank 27,1,,76.585,753.6,79.7,6.61,167.3,166.6,167.4,6004,109,0.08,-2.8,-2.8,7.34,-117.7,0.13,0.11,0.52,1.88,-0.041,-0.052
7/5/2022,9:30:18 AM,Tank 27,1,,76.551,753.5,83.7,6.95,167.2,166.5,167.3,6008,109,0.08,-2.8,-2.8,7.34,-117.2,0.18,0.15,0.78,2.98,-0.041,-0.035
7/5/2022,9:30:21 AM,Tank 27,1,,76.525,753.7,84.9,7.05,167.2,166.4,167.3,6011,109,0.08,-2.8,-2.8,7.33,-116.8,0.15,0.13,0.89,3.43,-0.04,-0.024
7/5/2022,9:30:24 AM,Tank 27,1,,76.512,753.6,85.6,7.11,167.1,166.3,167.2,6014,109,0.08,-2.8,-2.8,7.32,-116.2,0.15,0.13,0.86,3.32,-0.04,-0.039
7/5/2022,9:32:19 AM,Tank 57,1,,76.554,753.7,71.5,5.94,167.8,167,167.9,5988,109,0.08,-2.8,-2.8,7.44,-123.4,0.33,0.31,0.68,2.54,-0.042,-0.027
7/5/2022,9:32:22 AM,Tank 57,1,,76.569,753.6,73.7,6.11,167.7,166.9,167.8,5990,109,0.08,-2.8,-2.8,7.43,-122.4,0.37,0.35,0.73,2.75,-0.041,-0.043
7/5/2022,9:32:25 AM,Tank 57,1,,76.572,753.6,78.6,6.52,167.6,166.9,167.7,5992,109,0.08,-2.8,-2.8,7.41,-121.6,0.33,0.31,0.73,2.77,-0.041,-0.044
7/5/2022,9:32:28 AM,Tank 57,1,,76.558,753.6,80.9,6.71,167.6,166.8,167.7,5996,109,0.08,-2.8,-2.8,7.4,-121,0.14,0.12,0.73,2.76,-0.041,-0.04
7/5/2022,9:32:31 AM,Tank 57,1,,76.546,753.7,82,6.8,167.5,166.7,167.6,5999,109,0.08,-2.8,-2.8,7.39,-120.5,0.14,0.12,0.75,2.84,-0.04,-0.03
7/5/2022,9:32:34 AM,Tank 57,1,,76.525,753.7,82.8,6.88,167.5,166.6,167.6,6001,109,0.08,-2.8,-2.8,7.39,-120.1,0.17,0.15,0.63,2.37,-0.04,-0.042
7/5/2022,9:34:53 AM,Tank 53,1,,69.772,753.6,73.1,6.52,157.5,145.5,158.7,6875,102,0.07,-1.9,-1.9,7.83,-145.1,0.33,0.31,0.5,1.82,-0.041,-0.043
7/5/2022,9:34:56 AM,Tank 53,1,,69.775,753.7,75.6,6.74,157.6,145.5,158.8,6872,102,0.07,-1.9,-1.9,7.81,-143.9,0.34,0.32,0.47,1.66,-0.041,-0.042
7/5/2022,9:34:59 AM,Tank 53,1,,69.777,753.7,81.3,7.24,157.6,145.5,158.8,6871,102,0.07,-1.9,-1.9,7.79,-143,0.24,0.22,0.47,1.68,-0.041,-0.052
7/5/2022,9:35:02 AM,Tank 53,1,,69.801,753.7,83,7.4,157.6,145.6,158.8,6869,102,0.07,-1.9,-1.9,7.78,-142.2,0.1,0.07,0.45,1.6,-0.04,-0.03
7/5/2022,9:35:05 AM,Tank 53,1,,69.81,753.6,84.3,7.51,157.6,145.6,158.8,6868,102,0.07,-1.9,-1.9,7.77,-141.6,0.1,0.08,0.46,1.63,-0.04,-0.024
7/5/2022,9:35:08 AM,Tank 53,1,,69.822,753.6,85.3,7.6,157.6,145.6,158.7,6869,102,0.07,-2,-2,7.74,-140,0.14,0.11,0.51,1.87,-0.04,-0.04
7/5/2022,9:36:54 AM,Tank 44,1,,76.271,753.6,79.8,6.64,162.5,161.2,162.6,6202,106,0.08,-2.8,-2.8,7.49,-126.4,0.64,0.62,3.39,13.84,-0.04,-0.043
7/5/2022,9:36:57 AM,Tank 44,1,,76.237,753.5,83.5,6.95,162.4,161.1,162.5,6208,106,0.08,-2.8,-2.8,7.48,-125.4,0.71,0.69,3.01,12.25,-0.04,-0.05
7/5/2022,9:37:00 AM,Tank 44,1,,76.215,753.6,89.1,7.42,162.3,161,162.5,6212,106,0.08,-2.8,-2.8,7.46,-124.7,0.72,0.7,3.06,12.48,-0.04,-0.036
7/5/2022,9:37:03 AM,Tank 44,1,,76.187,753.6,91.9,7.65,162.2,160.8,162.4,6218,105,0.08,-2.8,-2.8,7.46,-124.2,0.56,0.55,3.09,12.6,-0.04,-0.025
7/5/2022,9:37:06 AM,Tank 44,1,,76.164,753.5,93.3,7.78,162.1,160.6,162.2,6225,105,0.08,-2.8,-2.8,7.45,-123.8,0.48,0.46,3.19,13,-0.04,-0.04
7/5/2022,9:37:09 AM,Tank 44,1,,76.156,753.6,94.5,7.88,162,160.5,162.1,6230,105,0.08,-2.8,-2.8,7.44,-123.5,0.41,0.39,3.06,12.45,-0.04,-0.051
7/5/2022,9:39:05 AM,Tank 12,1,,76.327,753.5,75,6.24,162.1,161,162.2,6212,105,0.08,-2.8,-2.8,7.44,-123.5,0.13,0.11,0.5,1.82,-0.041,-0.029
7/5/2022,9:39:08 AM,Tank 12,1,,76.318,753.6,76.2,6.34,162,160.9,162.2,6216,105,0.08,-2.8,-2.8,7.43,-122.8,0.09,0.07,0.22,0.64,-0.041,-0.042
7/5/2022,9:39:11 AM,Tank 12,1,,76.289,753.6,77.1,6.42,162,160.8,162.1,6220,105,0.08,-2.8,-2.8,7.42,-122.3,0.08,0.06,0.13,0.27,-0.041,-0.041
7/5/2022,9:39:14 AM,Tank 12,1,,76.263,753.6,81.4,6.77,162,160.7,162.1,6223,105,0.08,-2.8,-2.8,7.41,-121.6,0.01,-0.01,0.2,0.55,-0.041,-0.042
7/5/2022,9:39:17 AM,Tank 12,1,,76.23,753.6,82.1,6.84,162,160.6,162.1,6225,105,0.08,-2.8,-2.8,7.39,-120.6,0.03,0.01,0.23,0.69,-0.041,-0.045
7/5/2022,9:39:20 AM,Tank 12,1,,76.196,753.6,82.7,6.89,162,160.6,162.1,6227,105,0.08,-2.8,-2.8,7.38,-119.7,0.03,0.01,0.34,1.16,-0.04,-0.025
7/5/2022,9:39:23 AM,Tank 12,1,,76.165,753.6,83.2,6.93,162,160.6,162.2,6227,105,0.08,-2.8,-2.8,7.37,-119.1,0.06,0.04,0.42,1.47,-0.04,-0.038
7/5/2022,9:42:04 AM,Tank 21,1,,70.008,753.6,72.5,6.44,156,144.4,157.1,6926,101,0.07,-2,-2,7.74,-139.9,0.33,0.31,0.26,0.8,-0.041,-0.042
7/5/2022,9:42:07 AM,Tank 21,1,,70.018,753.5,74.3,6.61,156,144.5,157.1,6923,101,0.07,-2,-2,7.71,-138.7,0.24,0.22,0.27,0.85,-0.04,-0.041
7/5/2022,9:42:10 AM,Tank 21,1,,70.031,753.6,79.4,7.06,156,144.5,157.2,6920,101,0.07,-2,-2,7.69,-137.4,0.1,0.07,0.29,0.94,-0.04,-0.026
7/5/2022,9:42:13 AM,Tank 21,1,,70.037,753.6,81,7.2,156.1,144.6,157.2,6916,101,0.07,-2,-2,7.68,-136.6,0.05,0.03,0.31,1.04,-0.041,-0.039
7/5/2022,9:42:16 AM,Tank 21,1,,70.049,753.5,82,7.29,156.1,144.6,157.2,6915,101,0.07,-2,-2,7.66,-135.3,0.08,0.06,0.27,0.85,-0.041,-0.039
7/5/2022,9:42:19 AM,Tank 21,1,,70.051,753.6,82.8,7.36,156.1,144.6,157.2,6915,101,0.07,-2,-2,7.64,-134.2,0.05,0.02,0.29,0.94,-0.041,-0.054
7/5/2022,9:42:22 AM,Tank 21,1,,70.049,753.6,83.5,7.42,156.1,144.6,157.2,6915,101,0.07,-2,-2,7.63,-133.6,0.07,0.05,0.27,0.84,-0.041,-0.03
7/5/2022,9:44:28 AM,Tank 38,1,,69.745,753.5,85.2,7.59,152.5,140.8,153.6,7103,99,0.07,-1.9,-1.9,7.72,-139.2,0.61,0.6,4.74,19.45,-0.041,-0.042
7/5/2022,9:44:31 AM,Tank 38,1,,69.775,753.5,93.7,8.35,152.5,140.8,153.7,7100,99,0.07,-1.9,-1.9,7.72,-139,0.76,0.75,4.66,19.1,-0.041,-0.041
7/5/2022,9:44:34 AM,Tank 38,1,,69.813,753.6,97.9,8.72,152.5,140.9,153.6,7098,99,0.07,-2,-2,7.72,-138.9,0.8,0.78,4.5,18.47,-0.041,-0.038
7/5/2022,9:44:37 AM,Tank 38,1,,69.833,753.5,103.8,9.24,152.4,140.9,153.5,7100,99,0.07,-2,-2,7.72,-138.9,0.79,0.77,5.64,23.2,-0.041,-0.043
7/5/2022,9:44:40 AM,Tank 38,1,,69.854,753.5,108.1,9.63,152.4,140.8,153.5,7100,99,0.07,-2,-2,7.73,-139.4,0.73,0.71,6.24,25.69,-0.042,-0.029
7/5/2022,9:44:43 AM,Tank 38,1,,69.867,753.5,110.1,9.8,152.3,140.8,153.4,7104,99,0.07,-2,-2,7.72,-139.2,0.77,0.75,5.94,24.45,-0.041,-0.025
7/5/2022,9:46:14 AM,Tank 56,1,,69.658,753.5,73.2,6.54,149.5,137.9,150.6,7253,97,0.07,-1.9,-1.9,7.84,-146,0.17,0.14,0.28,0.87,-0.04,-0.038
7/5/2022,9:46:17 AM,Tank 56,1,,69.669,753.5,82.2,7.34,149.6,137.9,150.7,7250,97,0.07,-1.9,-1.9,7.84,-145.8,0.22,0.2,0.41,1.42,-0.041,-0.05
7/5/2022,9:46:20 AM,Tank 56,1,,69.665,753.5,87.4,7.8,149.6,138,150.7,7247,97,0.07,-1.9,-1.9,7.83,-145.4,0.27,0.24,0.56,2.06,-0.04,-0.026
7/5/2022,9:46:23 AM,Tank 56,1,,69.65,753.5,90,8.04,149.6,138,150.7,7248,97,0.07,-1.9,-1.9,7.83,-145,0.29,0.27,0.55,2.02,-0.04,-0.039
7/5/2022,9:46:26 AM,Tank 56,1,,69.64,753.5,96.1,8.58,149.6,138,150.7,7249,97,0.07,-1.9,-1.9,7.82,-144.6,0.15,0.12,0.57,2.08,-0.041,-0.055
7/5/2022,9:46:29 AM,Tank 56,1,,69.627,753.5,98.2,8.77,149.6,137.9,150.7,7251,97,0.07,-1.9,-1.9,7.81,-144.4,0.17,0.15,0.52,1.9,-0.04,-0.041
7/5/2022,9:49:20 AM,Tank 25,1,,77.145,753.5,84.4,6.96,161,161.3,161,6202,105,0.08,-2.9,-2.9,7.65,-135.5,0.31,0.29,0.22,0.65,-0.041,-0.035
7/5/2022,9:49:23 AM,Tank 25,1,,77.126,753.5,85.5,7.05,161,161.2,161,6202,105,0.08,-2.9,-2.9,7.64,-135,0.31,0.29,0.17,0.44,-0.042,-0.049
7/5/2022,9:49:26 AM,Tank 25,1,,77.133,753.6,86.4,7.13,161,161.2,161,6202,105,0.08,-2.9,-2.9,7.64,-134.8,0.13,0.11,0.18,0.49,-0.041,-0.041
7/5/2022,9:49:29 AM,Tank 25,1,,77.136,753.5,87.2,7.2,161,161.3,161,6201,105,0.08,-2.9,-2.9,7.63,-134.6,0.04,0.01,0.19,0.52,-0.041,-0.038
7/5/2022,9:49:32 AM,Tank 25,1,,77.137,753.5,91.1,7.52,161,161.3,161,6201,105,0.08,-2.9,-2.9,7.63,-134.5,0.05,0.03,0.22,0.64,-0.041,-0.037
7/5/2022,9:49:35 AM,Tank 25,1,,77.134,753.5,91.6,7.56,161,161.3,161,6201,105,0.08,-2.9,-2.9,7.63,-134.5,0.06,0.04,0.2,0.58,-0.04,-0.039
7/5/2022,9:51:20 AM,Tank 11,1,,77.101,753.5,87,7.18,163.7,163.9,163.7,6101,106,0.08,-2.9,-2.9,7.84,-146.7,0.2,0.18,0.59,2.19,-0.041,-0.05
7/5/2022,9:51:23 AM,Tank 11,1,,76.999,753.5,88.6,7.32,164,164,164,6099,107,0.08,-2.9,-2.9,7.84,-146.3,0.23,0.21,0.56,2.04,-0.04,-0.03
7/5/2022,9:51:26 AM,Tank 11,1,,76.99,753.5,89.7,7.41,163.9,163.9,163.9,6100,107,0.08,-2.9,-2.9,7.83,-146.1,0.07,0.04,0.53,1.93,-0.04,-0.029
7/5/2022,9:51:29 AM,Tank 11,1,,76.989,753.5,93.7,7.74,163.9,163.9,163.9,6100,107,0.08,-2.9,-2.9,7.83,-146,0.02,0,0.42,1.48,-0.04,-0.042
7/5/2022,9:51:32 AM,Tank 11,1,,76.995,753.5,94.5,7.8,163.9,163.9,163.9,6100,107,0.08,-2.9,-2.9,7.83,-146,0.05,0.03,0.5,1.81,-0.041,-0.046
7/5/2022,9:51:35 AM,Tank 11,1,,76.999,753.5,94.9,7.84,163.9,163.9,163.9,6101,107,0.08,-2.9,-2.9,7.83,-146,0.06,0.04,0.54,1.98,-0.041,-0.052
7/5/2022,9:53:40 AM,Tank 41,1,,77.285,753.6,101.5,8.36,158.3,158.8,158.2,6299,103,0.07,-2.9,-2.9,7.99,-155.1,0.59,0.57,2.83,11.51,-0.04,-0.029
7/5/2022,9:53:43 AM,Tank 41,1,,77.286,753.6,103,8.49,158.3,158.7,158.2,6300,103,0.07,-2.9,-2.9,7.98,-154.8,0.43,0.41,3.3,13.46,-0.039,-0.025
7/5/2022,9:53:46 AM,Tank 41,1,,77.285,753.6,104.2,8.58,158.2,158.7,158.2,6302,103,0.07,-2.9,-2.9,7.98,-154.7,0.38,0.36,2.72,11.05,-0.039,-0.025
7/5/2022,9:53:49 AM,Tank 41,1,,77.288,753.5,108.9,8.97,158.2,158.7,158.1,6303,103,0.07,-2.9,-2.9,7.98,-154.6,0.42,0.4,3.02,12.3,-0.04,-0.046
