tube,species,mean_temp,temp_var,temp_id,resource,male,REMOVED,KBP,end_data_date,mortality_day,final_date,4/10/22,4/11/22,4/12/22,4/13/22,4/14/22,4/15/22,4/16/22,4/17/22,4/18/22,4/19/22,4/20/22,4/21/22,4/22/22,4/23/22,4/24/22,4/25/22,4/26/22,4/27/22,4/28/22,4/29/22,4/30/22,5/1/22,5/2/22,5/3/22,5/4/22,5/5/22,5/6/22,5/7/22,5/8/22,5/9/22,5/10/22,5/11/22,5/12/22,5/13/22,5/14/22,5/15/22,5/16/22,5/17/22,5/18/22,5/19/22,5/20/22,5/21/22,5/22/22,5/23/22,inf
386,daphnia,20,0,20,0.5,,,,,4/24/22,4/24/22,0,0,0,0,0,2,0,0,5,0,0,8,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
387,daphnia,20,0,20,0.5,,1,,5/23/22,NA,5/23/22,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,7,0,0,8,0,0,9,0,0,11,0,0,11,0,0,10,0,0,12,0,0,6,0,0,0,6,0,NA,0
388,daphnia,20,0,20,0.5,,,,,4/12/22,4/12/22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
389,daphnia,20,0,20,0.5,1,1,,5/1/22,NA,5/1/22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
390,daphnia,20,0,20,0.5,,1,,5/23/22,NA,5/23/22,0,0,0,0,3,0,0,8,0,0,6,0,0,6,6,0,7,0,0,8,0,0,11,0,0,13,0,0,15,0,0,14,0,0,0,14,0,1,10,0,0,13,0,NA,0
391,daphnia,20,0,20,0.5,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,4,0,0,0,1,0,3,3,0,8,0,0,8,0,7,0,0,10,0,0,9,0,0,11,0,0,9,0,0,10,0,NA,0,0,0,0,0,0
392,daphnia,20,0,20,0.5,,,,,4/22/22,4/22/22,0,0,0,0,0,0,0,0,0,1,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
393,daphnia,20,0,20,0.5,,,,,4/15/22,4/15/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
394,daphnia,20,0,20,0.5,,,,,4/30/22,4/30/22,0,0,0,0,0,0,0,1,0,0,0,3,0,0,5,0,6,0,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
395,daphnia,20,0,20,0.5,,,,,5/1/22,5/1/22,0,0,0,0,0,2,0,4,0,0,8,0,0,5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
396,daphnia,20,0,20,0.5,,,,,4/25/22,4/25/22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
397,daphnia,20,0,20,0.5,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,2,0,0,0,0,0,6,0,0,8,0,0,6,0,10,0,0,9,0,0,11,0,0,14,0,0,10,0,0,8,0,0,8,NA,NA,NA,NA,NA,NA,0
398,daphnia,20,0,20,0.5,,,,5/5/22,NA,5/5/22,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
399,daphnia,20,0,20,0.5,1,,,,4/24/22,4/24/22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
400,daphnia,20,0,20,0.5,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,2,0,0,2,0,0,4,0,5,0,0,0,0,0,2,0,0,10,0,0,11,0,0,11,0,0,11,0,0,14,0,0,12,NA,NA,NA,NA,NA,NA,0
401,daphnia,20,0,20,0.5,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,8,0,0,7,0,8,0,0,9,0,0,13,0,0,12,0,0,13,0,1,12,0,0,NA,NA,NA,NA,NA,NA,0
402,daphnia,20,0,20,0.5,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,3,0,0,8,2,0,5,0,8,0,0,6,0,0,12,0,0,12,0,0,10,0,10,0,0,13,0,0,14,0,0,NA,NA,NA,NA,NA,NA,0
403,daphnia,20,0,20,0.5,1,1,,5/1/22,NA,5/1/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
404,daphnia,20,0,20,0.5,,,,,4/23/22,4/23/22,0,0,0,0,0,1,0,0,0,0,3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
405,daphnia,20,0,20,0.5,,,,,4/25/22,4/25/22,0,0,0,0,0,2,0,0,4,2,0,5,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
406,daphnia,20,0,20,0.5,1,1,,5/1/22,NA,5/1/22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
407,daphnia,20,0,20,0.5,,,,,4/21/22,4/21/22,0,0,0,0,0,1,0,0,3,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
408,daphnia,20,0,20,0.5,,,,,4/23/22,4/23/22,0,0,0,0,0,2,0,0,6,0,0,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
409,daphnia,20,0,20,0.5,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,0,4,0,0,6,0,0,7,0,0,6,0,8,0,0,10,0,0,12,0,0,13,1,0,11,0,0,12,0,0,13,NA,NA,NA,NA,NA,NA,0
410,daphnia,20,0,20,0.5,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,0,0,2,0,3,0,0,4,0,0,0,0,0,9,0,9,0,0,9,0,0,12,1,0,12,0,0,10,0,0,11,NA,NA,NA,NA,NA,NA,0
411,daphnia,20,0,20,0.5,,,,,4/25/22,4/25/22,0,0,0,0,0,3,0,0,4,0,0,6,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
412,daphnia,20,0,20,0.5,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,0,4,0,0,6,0,0,6,0,5,0,0,9,0,0,8,0,0,12,0,0,12,0,0,13,0,0,13,0,0,14,NA,NA,NA,NA,NA,NA,0
413,daphnia,20,0,20,0.5,,,,,5/1/22,5/1/22,0,0,0,0,0,3,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
414,daphnia,20,0,20,0.5,,,,,4/22/22,4/22/22,0,0,0,0,0,3,0,0,5,0,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
415,daphnia,20,0,20,0.5,1,1,,5/1/22,NA,5/1/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
416,daphnia,20,0,20,0.5,,,,,4/25/22,4/25/22,0,0,0,0,0,0,2,0,5,0,0,8,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
417,daphnia,20,0,20,0.5,1,,,,4/22/22,4/22/22,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
418,daphnia,20,0,20,0.5,,,,,4/29/22,4/29/22,0,0,0,0,0,0,2,0,0,3,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
419,daphnia,20,0,20,0.5,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,1,0,0,5,0,0,6,0,0,8,0,11,0,0,9,0,0,6,0,0,9,0,0,11,0,0,13,0,0,10,0,NA,NA,NA,NA,NA,NA,0
420,daphnia,20,0,20,0.5,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,4,0,0,6,0,0,8,0,0,7,0,0,7,0,0,10,0,0,11,0,0,13,0,12,0,0,9,0,0,12,0,NA,NA,NA,NA,NA,NA,0
421,daphnia,20,0,20,1,1,1,,5/1/22,NA,5/1/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
422,daphnia,20,0,20,1,,1,,5/23/22,NA,5/23/22,0,0,0,4,0,0,8,0,0,13,0,0,13,0,0,14,0,0,12,0,0,0,0,0,13,0,0,15,0,0,14,0,12,1,0,14,0,0,16,0,0,0,13,NA,0
423,daphnia,20,0,20,1,,,,,5/20/22,5/20/22,0,0,0,0,0,1,0,5,2,0,8,0,0,8,0,0,9,0,0,8,0,0,13,0,0,13,0,0,15,0,0,11,0,0,12,0,0,17,0,0,14,NA,NA,NA,0
424,daphnia,20,0,20,1,,,,,5/22/22,5/22/22,0,0,0,0,3,0,6,1,0,10,0,0,0,0,0,4,0,0,10,0,0,13,0,0,17,0,0,13,0,0,5,0,0,14,0,0,16,0,0,15,0,0,18,NA,0
425,daphnia,20,0,20,1,,1,,5/23/22,NA,5/23/22,0,0,0,0,4,0,0,7,0,0,10,0,0,10,0,10,0,0,0,10,0,10,0,0,13,0,0,0,0,0,19,0,0,17,0,0,13,0,0,15,0,0,10,NA,0
426,daphnia,20,0,20,1,,1,,5/23/22,NA,5/23/22,0,0,0,0,0,4,0,0,8,0,6,0,0,8,0,0,8,0,0,11,0,0,14,0,0,14,0,13,18,0,0,15,0,0,16,0,0,13,0,0,16,0,0,NA,0
427,daphnia,20,0,20,1,,,,,5/20/22,5/20/22,0,0,0,0,3,0,0,8,0,0,12,0,0,7,0,7,0,0,0,8,0,0,13,0,0,14,0,0,12,0,13,0,0,0,16,0,0,16,0,0,11,NA,NA,NA,0
428,daphnia,20,0,20,1,,,,,5/22/22,5/22/22,0,0,0,0,4,0,0,6,0,0,7,0,0,10,0,10,0,0,11,0,0,16,0,0,17,0,0,16,0,0,16,0,0,13,0,0,15,0,0,17,0,0,16,NA,0
429,daphnia,20,0,20,1,,,,,5/22/22,5/22/22,0,0,0,0,1,0,0,7,0,0,0,9,0,10,0,5,0,0,7,0,0,15,0,0,19,0,0,17,0,0,15,1,0,15,0,0,15,0,0,15,0,0,14,NA,0
430,daphnia,20,0,20,1,,1,,5/23/22,NA,5/23/22,0,0,0,0,4,0,8,0,0,9,0,0,12,0,0,9,0,0,12,0,0,15,0,0,16,0,0,15,0,0,16,0,0,19,0,0,14,0,0,0,14,0,0,NA,0
431,daphnia,20,0,20,1,,1,,5/23/22,NA,5/23/22,0,0,0,0,3,0,0,4,0,12,0,0,9,0,0,8,0,0,11,0,0,14,0,0,13,0,0,13,0,0,2,0,0,16,0,0,14,0,0,14,0,0,12,NA,0
432,daphnia,20,0,20,1,1,,1,4/23/22,NA,4/23/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
433,daphnia,20,0,20,1,,,,,5/14/22,5/14/22,0,0,0,0,4,0,0,7,0,6,1,0,8,0,0,12,0,0,12,0,0,14,0,0,13,0,0,11,0,0,16,0,0,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
434,daphnia,20,0,20,1,,1,,5/23/22,NA,5/23/22,0,0,0,0,4,0,0,6,0,0,8,0,0,10,0,4,0,0,0,0,0,3,0,0,3,0,0,7,0,0,3,0,0,18,0,0,16,0,0,14,0,0,9,NA,0
435,daphnia,20,0,20,1,1,1,,5/1/22,NA,5/1/22,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
436,daphnia,20,0,20,1,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,5,0,0,10,0,0,9,0,8,0,0,12,0,0,16,0,0,8,0,0,11,0,0,16,0,0,15,0,0,13,0,NA,NA,NA,NA,NA,NA,0
437,daphnia,20,0,20,1,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,4,0,0,6,0,1,9,0,0,10,0,10,0,0,13,0,0,15,0,0,13,0,0,15,0,0,16,0,1,14,0,0,11,NA,NA,NA,NA,NA,NA,0
438,daphnia,20,0,20,1,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,1,0,0,4,0,0,7,0,2,6,0,9,0,0,10,0,0,13,0,0,10,0,0,12,0,0,16,0,0,11,0,0,0,NA,NA,NA,NA,NA,NA,0
439,daphnia,20,0,20,1,,,,,4/26/22,4/26/22,0,0,0,0,3,0,0,5,0,0,8,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
440,daphnia,20,0,20,1,,,,,4/20/22,4/20/22,0,0,0,0,0,0,0,6,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
441,daphnia,20,0,20,1,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,4,0,6,0,0,10,0,0,8,0,0,10,0,0,10,0,0,14,0,0,13,0,0,16,0,17,0,0,15,0,0,12,NA,NA,NA,NA,NA,NA,0
442,daphnia,20,0,20,1,,,,,4/22/22,4/22/22,0,0,0,0,2,0,0,5,0,0,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
443,daphnia,20,0,20,1,,,,,4/25/22,4/25/22,0,0,0,0,2,0,0,2,0,0,7,0,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
444,daphnia,20,0,20,1,,1,,5/18/22,NA,5/18/22,0,0,0,0,4,0,0,0,0,4,0,0,8,0,0,9,0,0,9,0,0,9,0,10,0,0,13,0,0,15,0,0,13,0,0,14,0,0,NA,NA,NA,NA,NA,NA,0
445,daphnia,20,0,20,1,,1,,5/18/22,NA,5/18/22,0,0,0,0,2,0,0,4,0,0,7,0,0,8,0,8,0,0,0,9,0,8,1,0,8,0,0,8,0,0,15,0,0,13,0,1,12,0,NA,NA,NA,NA,NA,NA,0
446,daphnia,20,0,20,1,,1,,5/18/22,NA,5/18/22,0,0,0,0,2,0,0,5,0,0,9,0,9,0,0,10,0,0,10,0,0,15,0,0,16,0,0,16,0,1,18,0,0,18,0,0,16,0,NA,NA,NA,NA,NA,NA,0
447,daphnia,20,0,20,1,,,,,4/24/22,4/24/22,0,0,0,0,4,0,0,6,0,0,9,0,0,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
448,daphnia,20,0,20,1,,1,,5/18/22,NA,5/18/22,0,0,0,0,4,0,0,5,0,0,11,0,9,0,0,9,0,0,6,0,0,17,0,0,16,0,0,17,0,0,19,0,0,18,0,0,15,0,NA,NA,NA,NA,NA,NA,0
449,daphnia,20,0,20,1,,,,,4/24/22,4/24/22,0,0,0,0,3,0,0,5,0,0,3,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
450,daphnia,20,0,20,1,,,,4/23/22,NA,4/23/22,0,0,0,0,3,0,0,4,0,0,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
451,daphnia,20,0,20,1,,,,,4/25/22,4/25/22,0,0,0,0,2,0,0,6,0,0,8,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
452,daphnia,20,0,20,1,,,,,4/29/22,4/29/22,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
453,daphnia,20,0,20,1,,,,,4/24/22,4/24/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
454,daphnia,20,0,20,1,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,9,0,0,11,0,0,12,0,0,13,0,17,0,0,14,0,0,13,0,0,15,0,0,NA,NA,NA,NA,NA,NA,0
455,daphnia,20,0,20,1,,,,,4/24/22,4/24/22,0,0,0,0,2,0,0,5,0,0,8,0,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
456,daphnia,20,0,20,1,,,,,4/29/22,4/29/22,0,0,0,0,0,2,0,0,6,0,0,8,0,0,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
457,daphnia,20,0,20,1,,,,,4/24/22,4/24/22,0,0,0,0,2,0,0,5,0,5,0,0,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
458,daphnia,20,0,20,1,,1,,5/18/22,NA,5/18/22,0,0,0,0,2,0,0,5,0,7,0,0,10,0,0,9,0,0,9,0,0,10,0,0,12,0,0,13,0,0,14,0,0,17,0,0,14,0,NA,NA,NA,NA,NA,NA,0
459,daphnia,20,0,20,1,,,,,4/30/22,4/30/22,0,0,0,0,4,0,5,0,0,9,0,0,6,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
460,daphnia,20,0,20,1,,1,,5/18/22,NA,5/18/22,0,0,0,0,2,0,0,4,0,6,0,0,2,0,0,9,0,0,7,0,0,10,0,0,16,0,12,4,0,14,0,0,11,0,0,19,0,0,NA,NA,NA,NA,NA,NA,0
461,daphnia,20,0,20,1,,,,,4/24/22,4/24/22,0,0,0,0,2,0,0,5,0,0,10,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
462,daphnia,20,0,20,1,,,,,4/24/22,4/24/22,0,0,0,0,0,3,0,0,6,0,0,9,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
463,daphnia,20,0,20,1,,,,4/10/22,NA,4/10/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,daphnia,20,0,20,1,,,,4/10/22,NA,4/10/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,daphnia,20,0,20,1,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,3,0,0,5,0,0,11,0,4,0,0,12,0,0,9,0,0,3,0,0,11,0,0,17,0,0,16,1,0,19,0,0,15,NA,NA,NA,NA,NA,NA,0
466,daphnia,25,0,25,0.1,,,,,4/13/22,4/13/22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
467,daphnia,25,0,25,0.1,,,,,5/9/22,5/9/22,0,0,1,0,3,0,0,5,0,4,0,0,4,0,1,0,0,2,0,4,0,4,0,1,3,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
468,daphnia,25,0,25,0.1,,,,,5/13/22,5/13/22,0,0,0,0,1,4,0,5,0,0,3,0,3,0,0,4,0,4,0,3,1,0,3,0,4,0,0,2,0,1,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
469,daphnia,25,0,25,0.1,,,,,5/22/22,5/22/22,0,0,0,0,0,1,0,3,0,2,0,0,4,0,3,0,0,3,0,5,0,0,3,0,2,0,4,1,0,2,0,4,0,0,2,0,3,0,0,2,0,0,0,NA,0
470,daphnia,25,0,25,0.1,,,,,5/17/22,5/17/22,0,0,0,0,0,1,0,4,0,3,0,0,4,0,3,0,0,4,0,3,0,0,3,0,4,0,0,3,0,2,0,5,0,0,2,0,6,0,NA,NA,NA,NA,NA,NA,0
471,daphnia,25,0,25,0.1,,,,,4/14/22,4/14/22,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,daphnia,25,0,25,0.1,,,,,5/23/22,5/23/22,0,0,0,0,0,0,3,1,0,2,0,3,0,2,0,0,4,0,4,0,0,2,0,2,0,0,4,0,3,0,0,3,0,3,0,0,3,0,3,0,0,2,0,0,0
473,daphnia,25,0,25,0.1,,,,,5/22/22,5/22/22,0,0,3,0,4,0,0,5,0,5,0,0,3,0,3,0,1,3,0,4,0,0,4,0,3,0,4,0,0,3,0,4,0,0,3,0,5,0,0,3,0,0,1,NA,0
474,daphnia,25,0,25,0.1,,,,,5/22/22,5/22/22,0,0,0,0,4,0,4,0,0,3,0,4,0,0,3,0,3,0,2,1,0,2,0,0,3,0,4,0,0,2,0,5,0,0,2,0,4,0,0,3,0,0,0,NA,0
475,daphnia,25,0,25,0.1,,,,,5/22/22,5/22/22,0,0,0,0,0,4,0,4,0,0,2,0,5,0,3,0,0,5,0,1,0,0,3,0,4,0,3,0,0,3,0,5,0,0,1,0,5,0,0,3,0,0,2,NA,0
476,daphnia,25,0,25,0.1,,,,,5/23/22,5/23/22,0,0,0,0,0,6,0,3,0,0,5,0,5,0,0,2,0,5,0,2,0,1,2,0,5,0,0,3,0,2,0,3,0,0,4,0,4,0,0,2,0,0,3,0,0
477,daphnia,25,0,25,0.1,,,,4/22/22,NA,4/22/22,0,0,0,0,0,4,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,daphnia,25,0,25,0.1,,,,,5/23/22,5/23/22,0,0,0,0,0,4,0,4,0,0,3,0,4,0,0,0,4,0,0,3,0,3,0,0,3,0,4,0,0,3,0,4,0,0,3,0,4,0,0,3,0,0,2,0,0
479,daphnia,25,0,25,0.1,,,,,5/22/22,5/22/22,0,0,0,0,1,0,4,0,0,3,0,0,4,0,4,3,0,0,3,0,4,0,0,3,0,4,0,0,2,0,4,0,0,2,0,0,4,0,3,0,0,2,0,NA,0
480,daphnia,25,0,25,0.1,,,,,5/17/22,5/17/22,0,0,0,0,0,5,0,3,0,0,2,0,4,0,0,2,0,5,0,0,4,0,2,0,0,4,0,2,0,0,2,0,3,0,0,1,0,0,NA,NA,NA,NA,NA,NA,0
481,daphnia,25,0,25,0.1,,,,,4/11/22,4/11/22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,daphnia,25,0,25,0.1,,,,,4/14/22,4/14/22,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
