"Plot Title: HOBO5R"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 21277806, SEN S/N: 21277806)","Intensity, Lux (LGR S/N: 21277806, SEN S/N: 21277806)","Coupler Detached (LGR S/N: 21277806)","Coupler Attached (LGR S/N: 21277806)","Host Connected (LGR S/N: 21277806)","Stopped (LGR S/N: 21277806)","End Of File (LGR S/N: 21277806)"
1,06/20/22 11:16:50 AM,25.416,0.0,,,,,
2,06/20/22 11:16:59 AM,,,Logged,,,,
3,06/20/22 11:31:50 AM,29.452,0.0,,,,,
4,06/20/22 11:46:50 AM,19.853,75.3,,,,,
5,06/20/22 12:01:50 PM,19.662,75.3,,,,,
6,06/20/22 12:16:50 PM,19.472,86.1,,,,,
7,06/20/22 12:31:50 PM,19.377,53.8,,,,,
8,06/20/22 12:46:50 PM,19.282,75.3,,,,,
9,06/20/22 01:01:50 PM,19.187,43.1,,,,,
10,06/20/22 01:16:50 PM,19.472,64.6,,,,,
11,06/20/22 01:31:50 PM,19.662,75.3,,,,,
12,06/20/22 01:46:50 PM,19.853,86.1,,,,,
13,06/20/22 02:01:50 PM,19.948,43.1,,,,,
14,06/20/22 02:16:50 PM,20.138,86.1,,,,,
15,06/20/22 02:31:50 PM,20.234,64.6,,,,,
16,06/20/22 02:46:50 PM,20.329,75.3,,,,,
17,06/20/22 03:01:50 PM,20.329,53.8,,,,,
18,06/20/22 03:16:50 PM,20.424,86.1,,,,,
19,06/20/22 03:31:50 PM,20.519,43.1,,,,,
20,06/20/22 03:46:50 PM,20.519,43.1,,,,,
21,06/20/22 04:01:50 PM,20.615,64.6,,,,,
22,06/20/22 04:16:50 PM,20.234,64.6,,,,,
23,06/20/22 04:31:50 PM,20.043,64.6,,,,,
24,06/20/22 04:46:50 PM,19.758,64.6,,,,,
25,06/20/22 05:01:50 PM,19.662,64.6,,,,,
26,06/20/22 05:16:50 PM,19.472,53.8,,,,,
27,06/20/22 05:31:50 PM,19.282,75.3,,,,,
28,06/20/22 05:46:50 PM,19.187,64.6,,,,,
29,06/20/22 06:01:50 PM,19.377,43.1,,,,,
30,06/20/22 06:16:50 PM,19.567,64.6,,,,,
31,06/20/22 06:31:50 PM,19.662,43.1,,,,,
32,06/20/22 06:46:50 PM,19.758,86.1,,,,,
33,06/20/22 07:01:50 PM,19.853,86.1,,,,,
34,06/20/22 07:16:50 PM,19.948,43.1,,,,,
35,06/20/22 07:31:50 PM,20.043,53.8,,,,,
36,06/20/22 07:46:50 PM,20.138,86.1,,,,,
37,06/20/22 08:01:50 PM,20.234,86.1,,,,,
38,06/20/22 08:16:50 PM,20.329,64.6,,,,,
39,06/20/22 08:31:50 PM,20.329,53.8,,,,,
40,06/20/22 08:46:50 PM,20.424,53.8,,,,,
41,06/20/22 09:01:50 PM,20.519,43.1,,,,,
42,06/20/22 09:16:50 PM,20.519,53.8,,,,,
43,06/20/22 09:31:50 PM,20.615,86.1,,,,,
44,06/20/22 09:46:50 PM,20.615,64.6,,,,,
45,06/20/22 10:01:50 PM,20.234,0.0,,,,,
46,06/20/22 10:16:50 PM,19.948,0.0,,,,,
47,06/20/22 10:31:50 PM,19.662,0.0,,,,,
48,06/20/22 10:46:50 PM,19.472,0.0,,,,,
49,06/20/22 11:01:50 PM,19.187,0.0,,,,,
50,06/20/22 11:16:50 PM,19.282,0.0,,,,,
51,06/20/22 11:31:50 PM,19.472,0.0,,,,,
52,06/20/22 11:46:50 PM,19.567,0.0,,,,,
53,06/21/22 12:01:50 AM,19.662,0.0,,,,,
54,06/21/22 12:16:50 AM,19.758,0.0,,,,,
55,06/21/22 12:31:50 AM,19.758,0.0,,,,,
56,06/21/22 12:46:50 AM,19.853,0.0,,,,,
57,06/21/22 01:01:50 AM,19.853,0.0,,,,,
58,06/21/22 01:16:50 AM,19.948,0.0,,,,,
59,06/21/22 01:31:50 AM,19.948,0.0,,,,,
60,06/21/22 01:46:50 AM,19.948,0.0,,,,,
61,06/21/22 02:01:50 AM,19.948,0.0,,,,,
62,06/21/22 02:16:50 AM,19.948,0.0,,,,,
63,06/21/22 02:31:50 AM,20.043,0.0,,,,,
64,06/21/22 02:46:50 AM,20.043,0.0,,,,,
65,06/21/22 03:01:50 AM,20.043,0.0,,,,,
66,06/21/22 03:16:50 AM,20.043,0.0,,,,,
67,06/21/22 03:31:50 AM,20.138,0.0,,,,,
68,06/21/22 03:46:50 AM,20.138,0.0,,,,,
69,06/21/22 04:01:50 AM,20.138,0.0,,,,,
70,06/21/22 04:16:50 AM,20.138,0.0,,,,,
71,06/21/22 04:31:50 AM,20.138,0.0,,,,,
72,06/21/22 04:46:50 AM,20.138,0.0,,,,,
73,06/21/22 05:01:50 AM,20.138,0.0,,,,,
74,06/21/22 05:16:50 AM,20.138,0.0,,,,,
75,06/21/22 05:31:50 AM,20.234,0.0,,,,,
76,06/21/22 05:46:50 AM,20.138,0.0,,,,,
77,06/21/22 06:01:50 AM,20.234,75.3,,,,,
78,06/21/22 06:16:50 AM,20.234,64.6,,,,,
79,06/21/22 06:31:50 AM,20.234,75.3,,,,,
80,06/21/22 06:46:50 AM,20.329,75.3,,,,,
81,06/21/22 07:01:50 AM,20.329,43.1,,,,,
82,06/21/22 07:16:50 AM,20.329,86.1,,,,,
83,06/21/22 07:31:50 AM,20.424,53.8,,,,,
84,06/21/22 07:46:50 AM,20.424,75.3,,,,,
85,06/21/22 08:01:50 AM,20.519,53.8,,,,,
86,06/21/22 08:16:50 AM,20.519,53.8,,,,,
87,06/21/22 08:31:50 AM,20.615,43.1,,,,,
88,06/21/22 08:46:50 AM,20.519,43.1,,,,,
89,06/21/22 09:01:50 AM,20.234,86.1,,,,,
90,06/21/22 09:16:50 AM,19.948,86.1,,,,,
91,06/21/22 09:31:50 AM,19.758,86.1,,,,,
92,06/21/22 09:46:50 AM,19.472,86.1,,,,,
93,06/21/22 10:01:50 AM,19.377,86.1,,,,,
94,06/21/22 10:16:50 AM,19.187,43.1,,,,,
95,06/21/22 10:31:50 AM,19.377,86.1,,,,,
96,06/21/22 10:46:50 AM,19.567,43.1,,,,,
97,06/21/22 11:01:50 AM,19.662,86.1,,,,,
98,06/21/22 11:16:50 AM,19.758,75.3,,,,,
99,06/21/22 11:31:50 AM,19.853,43.1,,,,,
100,06/21/22 11:46:50 AM,19.948,53.8,,,,,
101,06/21/22 12:01:50 PM,20.043,43.1,,,,,
102,06/21/22 12:16:50 PM,20.138,43.1,,,,,
103,06/21/22 12:31:50 PM,20.138,86.1,,,,,
104,06/21/22 12:46:50 PM,20.234,43.1,,,,,
105,06/21/22 01:01:50 PM,20.329,43.1,,,,,
106,06/21/22 01:16:50 PM,20.424,86.1,,,,,
107,06/21/22 01:31:50 PM,20.424,75.3,,,,,
108,06/21/22 01:46:50 PM,20.519,64.6,,,,,
109,06/21/22 02:01:50 PM,20.615,86.1,,,,,
110,06/21/22 02:16:50 PM,20.424,64.6,,,,,
111,06/21/22 02:31:50 PM,20.138,64.6,,,,,
112,06/21/22 02:46:50 PM,19.948,53.8,,,,,
113,06/21/22 03:01:50 PM,19.662,75.3,,,,,
114,06/21/22 03:16:50 PM,19.472,86.1,,,,,
115,06/21/22 03:31:50 PM,19.282,86.1,,,,,
116,06/21/22 03:46:50 PM,19.187,86.1,,,,,
117,06/21/22 04:01:50 PM,19.472,75.3,,,,,
118,06/21/22 04:16:50 PM,19.567,53.8,,,,,
119,06/21/22 04:31:50 PM,19.662,43.1,,,,,
120,06/21/22 04:46:50 PM,19.853,53.8,,,,,
121,06/21/22 05:01:50 PM,19.948,75.3,,,,,
122,06/21/22 05:16:50 PM,19.948,53.8,,,,,
123,06/21/22 05:31:50 PM,20.043,43.1,,,,,
124,06/21/22 05:46:50 PM,20.138,64.6,,,,,
125,06/21/22 06:01:50 PM,20.234,43.1,,,,,
126,06/21/22 06:16:50 PM,20.234,53.8,,,,,
127,06/21/22 06:31:50 PM,20.329,64.6,,,,,
128,06/21/22 06:46:50 PM,20.329,64.6,,,,,
129,06/21/22 07:01:50 PM,20.424,64.6,,,,,
130,06/21/22 07:16:50 PM,20.519,75.3,,,,,
131,06/21/22 07:31:50 PM,20.519,43.1,,,,,
132,06/21/22 07:46:50 PM,20.615,86.1,,,,,
133,06/21/22 08:01:50 PM,20.234,64.6,,,,,
134,06/21/22 08:16:50 PM,20.043,43.1,,,,,
135,06/21/22 08:31:50 PM,19.758,43.1,,,,,
136,06/21/22 08:46:50 PM,19.567,64.6,,,,,
137,06/21/22 09:01:50 PM,19.377,64.6,,,,,
138,06/21/22 09:16:50 PM,19.187,43.1,,,,,
139,06/21/22 09:31:50 PM,19.377,75.3,,,,,
140,06/21/22 09:46:50 PM,19.567,86.1,,,,,
141,06/21/22 10:01:50 PM,19.662,0.0,,,,,
142,06/21/22 10:16:50 PM,19.758,0.0,,,,,
143,06/21/22 10:31:50 PM,19.853,0.0,,,,,
144,06/21/22 10:46:50 PM,19.853,0.0,,,,,
145,06/21/22 11:01:50 PM,19.948,0.0,,,,,
146,06/21/22 11:16:50 PM,20.043,0.0,,,,,
147,06/21/22 11:31:50 PM,20.043,0.0,,,,,
148,06/21/22 11:46:50 PM,20.138,0.0,,,,,
149,06/22/22 12:01:50 AM,20.138,0.0,,,,,
150,06/22/22 12:16:50 AM,20.234,0.0,,,,,
151,06/22/22 12:31:50 AM,20.234,0.0,,,,,
152,06/22/22 12:46:50 AM,20.234,0.0,,,,,
153,06/22/22 01:01:50 AM,20.234,0.0,,,,,
154,06/22/22 01:16:50 AM,20.234,0.0,,,,,
155,06/22/22 01:31:50 AM,20.329,0.0,,,,,
156,06/22/22 01:46:50 AM,20.329,0.0,,,,,
157,06/22/22 02:01:50 AM,20.329,0.0,,,,,
158,06/22/22 02:16:50 AM,20.329,0.0,,,,,
159,06/22/22 02:31:50 AM,20.329,0.0,,,,,
160,06/22/22 02:46:50 AM,20.329,0.0,,,,,
161,06/22/22 03:01:50 AM,20.329,0.0,,,,,
162,06/22/22 03:16:50 AM,20.424,0.0,,,,,
163,06/22/22 03:31:50 AM,20.424,0.0,,,,,
164,06/22/22 03:46:50 AM,20.424,0.0,,,,,
165,06/22/22 04:01:50 AM,20.424,0.0,,,,,
166,06/22/22 04:16:50 AM,20.424,0.0,,,,,
167,06/22/22 04:31:50 AM,20.519,0.0,,,,,
168,06/22/22 04:46:50 AM,20.519,0.0,,,,,
169,06/22/22 05:01:50 AM,20.424,0.0,,,,,
170,06/22/22 05:16:50 AM,20.424,0.0,,,,,
171,06/22/22 05:31:50 AM,20.424,0.0,,,,,
172,06/22/22 05:46:50 AM,20.424,0.0,,,,,
173,06/22/22 06:01:50 AM,20.424,64.6,,,,,
174,06/22/22 06:16:50 AM,20.519,86.1,,,,,
175,06/22/22 06:31:50 AM,20.519,43.1,,,,,
176,06/22/22 06:46:50 AM,20.519,86.1,,,,,
177,06/22/22 07:01:50 AM,20.615,43.1,,,,,
178,06/22/22 07:16:50 AM,20.424,86.1,,,,,
179,06/22/22 07:31:50 AM,20.138,86.1,,,,,
180,06/22/22 07:46:50 AM,19.853,75.3,,,,,
181,06/22/22 08:01:50 AM,19.662,75.3,,,,,
182,06/22/22 08:16:50 AM,19.472,43.1,,,,,
183,06/22/22 08:31:50 AM,19.282,64.6,,,,,
184,06/22/22 08:46:50 AM,19.092,86.1,,,,,
185,06/22/22 09:01:50 AM,19.377,64.6,,,,,
186,06/22/22 09:16:50 AM,19.567,64.6,,,,,
187,06/22/22 09:31:50 AM,19.662,43.1,,,,,
188,06/22/22 09:46:50 AM,19.853,53.8,,,,,
189,06/22/22 10:01:50 AM,19.948,53.8,,,,,
190,06/22/22 10:16:50 AM,20.043,86.1,,,,,
191,06/22/22 10:31:50 AM,20.138,43.1,,,,,
192,06/22/22 10:46:50 AM,20.234,64.6,,,,,
193,06/22/22 11:01:50 AM,20.329,43.1,,,,,
194,06/22/22 11:16:50 AM,20.329,86.1,,,,,
195,06/22/22 11:31:50 AM,20.424,53.8,,,,,
196,06/22/22 11:46:50 AM,20.519,75.3,,,,,
197,06/22/22 12:01:50 PM,20.519,86.1,,,,,
198,06/22/22 12:16:50 PM,20.615,86.1,,,,,
199,06/22/22 12:31:50 PM,20.424,86.1,,,,,
200,06/22/22 12:46:50 PM,20.138,64.6,,,,,
201,06/22/22 01:01:50 PM,19.948,43.1,,,,,
202,06/22/22 01:16:50 PM,19.662,86.1,,,,,
203,06/22/22 01:31:50 PM,19.472,43.1,,,,,
204,06/22/22 01:46:50 PM,19.282,86.1,,,,,
205,06/22/22 02:01:50 PM,19.187,86.1,,,,,
206,06/22/22 02:16:50 PM,19.377,86.1,,,,,
207,06/22/22 02:31:50 PM,19.567,86.1,,,,,
208,06/22/22 02:46:50 PM,19.662,53.8,,,,,
209,06/22/22 03:01:50 PM,19.758,43.1,,,,,
210,06/22/22 03:16:50 PM,19.948,43.1,,,,,
211,06/22/22 03:31:50 PM,20.043,86.1,,,,,
212,06/22/22 03:46:50 PM,20.138,64.6,,,,,
213,06/22/22 04:01:50 PM,20.234,86.1,,,,,
214,06/22/22 04:16:50 PM,20.234,43.1,,,,,
215,06/22/22 04:31:50 PM,20.329,43.1,,,,,
216,06/22/22 04:46:50 PM,20.424,64.6,,,,,
217,06/22/22 05:01:50 PM,20.519,43.1,,,,,
218,06/22/22 05:16:50 PM,20.615,86.1,,,,,
219,06/22/22 05:31:50 PM,20.424,64.6,,,,,
220,06/22/22 05:46:50 PM,20.138,53.8,,,,,
221,06/22/22 06:01:50 PM,19.948,53.8,,,,,
222,06/22/22 06:16:50 PM,19.758,75.3,,,,,
223,06/22/22 06:31:50 PM,19.567,43.1,,,,,
224,06/22/22 06:46:50 PM,19.377,86.1,,,,,
225,06/22/22 07:01:50 PM,19.187,86.1,,,,,
226,06/22/22 07:16:50 PM,19.187,53.8,,,,,
227,06/22/22 07:31:50 PM,19.472,43.1,,,,,
228,06/22/22 07:46:50 PM,19.662,43.1,,,,,
229,06/22/22 08:01:50 PM,19.853,75.3,,,,,
230,06/22/22 08:16:50 PM,19.948,75.3,,,,,
231,06/22/22 08:31:50 PM,20.043,75.3,,,,,
232,06/22/22 08:46:50 PM,20.138,43.1,,,,,
233,06/22/22 09:01:50 PM,20.234,53.8,,,,,
234,06/22/22 09:16:50 PM,20.329,64.6,,,,,
235,06/22/22 09:31:50 PM,20.329,43.1,,,,,
236,06/22/22 09:46:50 PM,20.424,43.1,,,,,
237,06/22/22 10:01:50 PM,20.519,0.0,,,,,
238,06/22/22 10:16:50 PM,20.519,0.0,,,,,
239,06/22/22 10:31:50 PM,20.519,0.0,,,,,
240,06/22/22 10:46:50 PM,20.615,0.0,,,,,
241,06/22/22 11:01:50 PM,20.234,0.0,,,,,
242,06/22/22 11:16:50 PM,19.948,0.0,,,,,
243,06/22/22 11:31:50 PM,19.662,0.0,,,,,
244,06/22/22 11:46:50 PM,19.472,0.0,,,,,
245,06/23/22 12:01:50 AM,19.282,0.0,,,,,
246,06/23/22 12:16:50 AM,19.092,0.0,,,,,
247,06/23/22 12:31:50 AM,19.377,0.0,,,,,
248,06/23/22 12:46:50 AM,19.472,0.0,,,,,
249,06/23/22 01:01:50 AM,19.567,0.0,,,,,
250,06/23/22 01:16:50 AM,19.662,0.0,,,,,
251,06/23/22 01:31:50 AM,19.758,0.0,,,,,
252,06/23/22 01:46:50 AM,19.758,0.0,,,,,
253,06/23/22 02:01:50 AM,19.853,0.0,,,,,
254,06/23/22 02:16:50 AM,19.853,0.0,,,,,
255,06/23/22 02:31:50 AM,19.948,0.0,,,,,
256,06/23/22 02:46:50 AM,20.043,0.0,,,,,
257,06/23/22 03:01:50 AM,20.043,0.0,,,,,
258,06/23/22 03:16:50 AM,20.138,0.0,,,,,
259,06/23/22 03:31:50 AM,20.138,0.0,,,,,
260,06/23/22 03:46:50 AM,20.234,0.0,,,,,
261,06/23/22 04:01:50 AM,20.234,0.0,,,,,
262,06/23/22 04:16:50 AM,20.234,0.0,,,,,
263,06/23/22 04:31:50 AM,20.329,0.0,,,,,
264,06/23/22 04:46:50 AM,20.329,0.0,,,,,
265,06/23/22 05:01:50 AM,20.329,0.0,,,,,
266,06/23/22 05:16:50 AM,20.329,0.0,,,,,
267,06/23/22 05:31:50 AM,20.329,0.0,,,,,
268,06/23/22 05:46:50 AM,20.329,0.0,,,,,
269,06/23/22 06:01:50 AM,20.424,75.3,,,,,
270,06/23/22 06:16:50 AM,20.424,75.3,,,,,
271,06/23/22 06:31:50 AM,20.424,43.1,,,,,
272,06/23/22 06:46:50 AM,20.519,43.1,,,,,
273,06/23/22 07:01:50 AM,20.615,43.1,,,,,
274,06/23/22 07:16:50 AM,20.519,64.6,,,,,
275,06/23/22 07:31:50 AM,20.234,75.3,,,,,
276,06/23/22 07:46:50 AM,19.948,86.1,,,,,
277,06/23/22 08:01:50 AM,19.758,64.6,,,,,
278,06/23/22 08:16:50 AM,19.567,53.8,,,,,
279,06/23/22 08:31:50 AM,19.377,43.1,,,,,
280,06/23/22 08:46:50 AM,19.187,86.1,,,,,
281,06/23/22 09:01:50 AM,19.282,53.8,,,,,
282,06/23/22 09:16:50 AM,19.472,43.1,,,,,
283,06/23/22 09:31:50 AM,19.662,43.1,,,,,
284,06/23/22 09:46:50 AM,19.853,86.1,,,,,
285,06/23/22 10:01:50 AM,19.948,86.1,,,,,
286,06/23/22 10:16:50 AM,20.043,43.1,,,,,
287,06/23/22 10:31:50 AM,20.234,53.8,,,,,
288,06/23/22 10:46:50 AM,20.329,64.6,,,,,
289,06/23/22 11:01:50 AM,20.424,53.8,,,,,
290,06/23/22 11:16:50 AM,20.424,43.1,,,,,
291,06/23/22 11:31:50 AM,20.519,75.3,,,,,
292,06/23/22 11:46:50 AM,20.615,53.8,,,,,
293,06/23/22 12:01:50 PM,20.615,43.1,,,,,
294,06/23/22 12:16:50 PM,20.234,86.1,,,,,
295,06/23/22 12:31:50 PM,20.043,53.8,,,,,
296,06/23/22 12:46:50 PM,19.758,86.1,,,,,
297,06/23/22 01:01:50 PM,19.662,86.1,,,,,
298,06/23/22 01:16:50 PM,19.472,53.8,,,,,
299,06/23/22 01:31:50 PM,19.282,86.1,,,,,
300,06/23/22 01:46:50 PM,19.187,86.1,,,,,
301,06/23/22 02:01:50 PM,19.377,53.8,,,,,
302,06/23/22 02:16:50 PM,19.567,86.1,,,,,
303,06/23/22 02:31:50 PM,19.758,64.6,,,,,
304,06/23/22 02:46:50 PM,19.948,75.3,,,,,
305,06/23/22 03:01:50 PM,20.043,43.1,,,,,
306,06/23/22 03:16:50 PM,20.138,43.1,,,,,
307,06/23/22 03:31:50 PM,20.234,43.1,,,,,
308,06/23/22 03:46:50 PM,20.329,86.1,,,,,
309,06/23/22 04:01:50 PM,20.424,86.1,,,,,
310,06/23/22 04:16:50 PM,20.519,64.6,,,,,
311,06/23/22 04:31:50 PM,20.615,75.3,,,,,
312,06/23/22 04:46:50 PM,20.424,86.1,,,,,
313,06/23/22 05:01:50 PM,20.138,86.1,,,,,
314,06/23/22 05:16:50 PM,19.853,64.6,,,,,
315,06/23/22 05:31:50 PM,19.662,64.6,,,,,
316,06/23/22 05:46:50 PM,19.472,64.6,,,,,
317,06/23/22 06:01:50 PM,19.377,43.1,,,,,
318,06/23/22 06:16:50 PM,19.187,43.1,,,,,
319,06/23/22 06:31:50 PM,19.282,86.1,,,,,
320,06/23/22 06:46:50 PM,19.472,64.6,,,,,
321,06/23/22 07:01:50 PM,19.662,43.1,,,,,
322,06/23/22 07:16:50 PM,19.853,43.1,,,,,
323,06/23/22 07:31:50 PM,20.043,64.6,,,,,
324,06/23/22 07:46:50 PM,20.138,43.1,,,,,
325,06/23/22 08:01:50 PM,20.234,43.1,,,,,
326,06/23/22 08:16:50 PM,20.424,53.8,,,,,
327,06/23/22 08:31:50 PM,20.519,53.8,,,,,
328,06/23/22 08:46:50 PM,20.615,86.1,,,,,
329,06/23/22 09:01:50 PM,20.519,64.6,,,,,
330,06/23/22 09:16:50 PM,20.234,86.1,,,,,
331,06/23/22 09:31:50 PM,20.043,75.3,,,,,
332,06/23/22 09:46:50 PM,19.758,75.3,,,,,
333,06/23/22 10:01:50 PM,19.567,0.0,,,,,
334,06/23/22 10:16:50 PM,19.377,0.0,,,,,
335,06/23/22 10:31:50 PM,19.187,0.0,,,,,
336,06/23/22 10:46:50 PM,19.377,0.0,,,,,
337,06/23/22 11:01:50 PM,19.472,0.0,,,,,
338,06/23/22 11:16:50 PM,19.662,0.0,,,,,
339,06/23/22 11:31:50 PM,19.758,0.0,,,,,
340,06/23/22 11:46:50 PM,19.853,0.0,,,,,
341,06/24/22 12:01:50 AM,19.948,0.0,,,,,
342,06/24/22 12:16:50 AM,20.043,0.0,,,,,
343,06/24/22 12:31:50 AM,20.043,0.0,,,,,
344,06/24/22 12:46:50 AM,20.138,0.0,,,,,
345,06/24/22 01:01:50 AM,20.234,0.0,,,,,
346,06/24/22 01:16:50 AM,20.234,0.0,,,,,
347,06/24/22 01:31:50 AM,20.329,0.0,,,,,
348,06/24/22 01:46:50 AM,20.329,0.0,,,,,
349,06/24/22 02:01:50 AM,20.329,0.0,,,,,
350,06/24/22 02:16:50 AM,20.424,0.0,,,,,
351,06/24/22 02:31:50 AM,20.424,0.0,,,,,
352,06/24/22 02:46:50 AM,20.424,0.0,,,,,
353,06/24/22 03:01:50 AM,20.519,0.0,,,,,
354,06/24/22 03:16:50 AM,20.519,0.0,,,,,
355,06/24/22 03:31:50 AM,20.519,0.0,,,,,
356,06/24/22 03:46:50 AM,20.519,0.0,,,,,
357,06/24/22 04:01:50 AM,20.519,0.0,,,,,
358,06/24/22 04:16:50 AM,20.615,0.0,,,,,
359,06/24/22 04:31:50 AM,20.424,0.0,,,,,
360,06/24/22 04:46:50 AM,20.138,0.0,,,,,
361,06/24/22 05:01:50 AM,19.853,0.0,,,,,
362,06/24/22 05:16:50 AM,19.567,0.0,,,,,
363,06/24/22 05:31:50 AM,19.377,0.0,,,,,
364,06/24/22 05:46:50 AM,19.187,0.0,,,,,
365,06/24/22 06:01:50 AM,19.282,0.0,,,,,
366,06/24/22 06:16:50 AM,19.472,64.6,,,,,
367,06/24/22 06:31:50 AM,19.567,86.1,,,,,
368,06/24/22 06:46:50 AM,19.758,53.8,,,,,
369,06/24/22 07:01:50 AM,19.853,86.1,,,,,
370,06/24/22 07:16:50 AM,19.948,86.1,,,,,
371,06/24/22 07:31:50 AM,20.043,86.1,,,,,
372,06/24/22 07:46:50 AM,20.138,64.6,,,,,
373,06/24/22 08:01:50 AM,20.234,43.1,,,,,
374,06/24/22 08:16:50 AM,20.329,53.8,,,,,
375,06/24/22 08:31:50 AM,20.424,64.6,,,,,
376,06/24/22 08:46:50 AM,20.519,64.6,,,,,
377,06/24/22 09:01:50 AM,20.519,53.8,,,,,
378,06/24/22 09:16:50 AM,20.519,86.1,,,,,
379,06/24/22 09:31:50 AM,20.138,75.3,,,,,
380,06/24/22 09:46:50 AM,19.948,86.1,,,,,
381,06/24/22 10:01:50 AM,19.758,75.3,,,,,
382,06/24/22 10:16:50 AM,19.567,53.8,,,,,
383,06/24/22 10:31:50 AM,19.377,75.3,,,,,
384,06/24/22 10:46:50 AM,19.282,86.1,,,,,
385,06/24/22 11:01:50 AM,19.282,64.6,,,,,
386,06/24/22 11:16:50 AM,19.472,75.3,,,,,
387,06/24/22 11:31:50 AM,19.662,75.3,,,,,
388,06/24/22 11:46:50 AM,19.853,86.1,,,,,
389,06/24/22 12:01:50 PM,19.948,86.1,,,,,
390,06/24/22 12:16:50 PM,20.043,53.8,,,,,
391,06/24/22 12:31:50 PM,20.234,43.1,,,,,
392,06/24/22 12:46:50 PM,20.329,64.6,,,,,
393,06/24/22 01:01:50 PM,20.424,75.3,,,,,
394,06/24/22 01:16:50 PM,20.424,43.1,,,,,
395,06/24/22 01:31:50 PM,20.519,53.8,,,,,
396,06/24/22 01:46:50 PM,20.615,43.1,,,,,
397,06/24/22 02:01:50 PM,20.234,64.6,,,,,
398,06/24/22 02:16:50 PM,20.043,75.3,,,,,
399,06/24/22 02:31:50 PM,19.853,86.1,,,,,
400,06/24/22 02:46:50 PM,19.662,86.1,,,,,
401,06/24/22 03:01:50 PM,19.472,43.1,,,,,
402,06/24/22 03:16:50 PM,19.282,75.3,,,,,
403,06/24/22 03:31:50 PM,19.092,86.1,,,,,
404,06/24/22 03:46:50 PM,19.377,53.8,,,,,
405,06/24/22 04:01:50 PM,19.662,53.8,,,,,
406,06/24/22 04:16:50 PM,19.853,43.1,,,,,
407,06/24/22 04:31:50 PM,19.948,43.1,,,,,
408,06/24/22 04:46:50 PM,20.138,75.3,,,,,
409,06/24/22 05:01:50 PM,20.234,43.1,,,,,
410,06/24/22 05:16:50 PM,20.329,43.1,,,,,
411,06/24/22 05:31:50 PM,20.424,86.1,,,,,
412,06/24/22 05:46:50 PM,20.519,64.6,,,,,
413,06/24/22 06:01:50 PM,20.615,43.1,,,,,
414,06/24/22 06:16:50 PM,20.424,64.6,,,,,
415,06/24/22 06:31:50 PM,20.138,86.1,,,,,
416,06/24/22 06:46:50 PM,19.948,75.3,,,,,
417,06/24/22 07:01:50 PM,19.758,53.8,,,,,
418,06/24/22 07:16:50 PM,19.567,43.1,,,,,
419,06/24/22 07:31:50 PM,19.377,43.1,,,,,
420,06/24/22 07:46:50 PM,19.282,43.1,,,,,
421,06/24/22 08:01:50 PM,19.092,86.1,,,,,
422,06/24/22 08:16:50 PM,19.377,53.8,,,,,
423,06/24/22 08:31:50 PM,19.662,86.1,,,,,
424,06/24/22 08:46:50 PM,19.758,43.1,,,,,
425,06/24/22 09:01:50 PM,19.948,64.6,,,,,
426,06/24/22 09:16:50 PM,20.043,86.1,,,,,
427,06/24/22 09:31:50 PM,20.138,86.1,,,,,
428,06/24/22 09:46:50 PM,20.234,75.3,,,,,
429,06/24/22 10:01:50 PM,20.329,0.0,,,,,
430,06/24/22 10:16:50 PM,20.424,0.0,,,,,
431,06/24/22 10:31:50 PM,20.424,0.0,,,,,
432,06/24/22 10:46:50 PM,20.519,0.0,,,,,
433,06/24/22 11:01:50 PM,20.615,0.0,,,,,
434,06/24/22 11:16:50 PM,20.424,0.0,,,,,
435,06/24/22 11:31:50 PM,20.043,0.0,,,,,
436,06/24/22 11:46:50 PM,19.853,0.0,,,,,
437,06/25/22 12:01:50 AM,19.567,0.0,,,,,
438,06/25/22 12:16:50 AM,19.377,0.0,,,,,
439,06/25/22 12:31:50 AM,19.187,0.0,,,,,
440,06/25/22 12:46:50 AM,19.377,0.0,,,,,
441,06/25/22 01:01:50 AM,19.472,0.0,,,,,
442,06/25/22 01:16:50 AM,19.567,0.0,,,,,
443,06/25/22 01:31:50 AM,19.662,0.0,,,,,
444,06/25/22 01:46:50 AM,19.758,0.0,,,,,
445,06/25/22 02:01:50 AM,19.853,0.0,,,,,
446,06/25/22 02:16:50 AM,19.948,0.0,,,,,
447,06/25/22 02:31:50 AM,20.043,0.0,,,,,
448,06/25/22 02:46:50 AM,20.138,0.0,,,,,
449,06/25/22 03:01:50 AM,20.138,0.0,,,,,
450,06/25/22 03:16:50 AM,20.234,0.0,,,,,
451,06/25/22 03:31:50 AM,20.234,0.0,,,,,
452,06/25/22 03:46:50 AM,20.234,0.0,,,,,
453,06/25/22 04:01:50 AM,20.329,0.0,,,,,
454,06/25/22 04:16:50 AM,20.329,0.0,,,,,
455,06/25/22 04:31:50 AM,20.329,0.0,,,,,
456,06/25/22 04:46:50 AM,20.329,0.0,,,,,
457,06/25/22 05:01:50 AM,20.329,0.0,,,,,
458,06/25/22 05:16:50 AM,20.329,0.0,,,,,
459,06/25/22 05:31:50 AM,20.424,0.0,,,,,
460,06/25/22 05:46:50 AM,20.424,0.0,,,,,
